"set_type","role","role_label","spec","outcome","term","coef","se","p_value","ci_lo","ci_hi","n","events","r_squared","coef_pct","se_pct","ci_lo_pct","ci_hi_pct","stars"
"exclusive","downstream_integrator","互斥 下游集成者","no_controls_intelligence","mkt_car_20","z_intelligence",0.013794170927678,0.0121970091544608,0.263939440304981,-0.010757135119316,0.038345476974672,1303,47,0.006237942472333,1.3794170927678,1.21970091544608,-1.0757135119316,3.8345476974672,""
"exclusive","other_or_no_flag","互斥 其他或无关系旗标","no_controls_intelligence","mkt_car_20","z_intelligence",0.0349826161393984,0.0924395801504324,0.70684647988543,-0.151088607911367,0.221053840190164,51,47,0.00193023524915936,3.49826161393984,9.24395801504324,-15.1088607911367,22.1053840190164,""
"exclusive","upstream_cloud","互斥 云服务方","no_controls_intelligence","mkt_car_20","z_intelligence",-0.00334865570503301,0.00808862400669318,0.680801282021063,-0.0196302113694197,0.0129328999593537,186,47,0.000772340694758955,-0.334865570503301,0.808862400669318,-1.96302113694197,1.29328999593537,""
"exclusive","upstream_hardware","互斥 硬件上游","no_controls_intelligence","mkt_car_20","z_intelligence",0.00878533321047685,0.00651975344433546,0.184420853672684,-0.00433824980366577,0.0219089162246195,907,47,0.00368806232595542,0.878533321047685,0.651975344433546,-0.433824980366577,2.19089162246195,""
"exclusive","is_investor","互斥 主要投资者","no_controls_intelligence","mkt_car_20","z_intelligence",-0.0359992230876907,0.0174374777354194,0.0515425439352034,-0.0722624432033996,0.000263997028018145,38,22,0.102611510711562,-3.59992230876907,1.74374777354194,-7.22624432033996,0.0263997028018145,"*"
"exclusive","is_owner","互斥 发布方或所有者","no_controls_intelligence","mkt_car_20","z_intelligence",0.0496033791292857,0.0349375598046924,0.171074189720687,-0.0232750935599677,0.122481851818539,21,21,0.0652548657499732,4.96033791292857,3.49375598046924,-2.32750935599677,12.2481851818539,""
"flag","any_relation","任一关系","controls_intelligence","mkt_car_20","z_intelligence",0.0151654798960105,0.00512872966671269,0.00489008118603043,0.00484188252183703,0.025489077270184,3711,47,0.285284271880228,1.51654798960105,0.512872966671269,0.484188252183703,2.5489077270184,"***"
"flag","broad_downstream","下游合并","controls_intelligence","mkt_car_20","z_intelligence",0.017658648529075,0.00696071879118003,0.0146401056702496,0.00364744830899298,0.0316698487491571,2472,47,0.293591972210182,1.7658648529075,0.696071879118003,0.364744830899298,3.16698487491571,"**"
"flag","broad_upstream","上游合并","controls_intelligence","mkt_car_20","z_intelligence",0.0128989768850328,0.00652006921716033,0.0538960117310673,-0.000225241746839256,0.0260231955169049,1142,47,0.275952403308472,1.28989768850328,0.652006921716033,-0.0225241746839256,2.60231955169049,"*"
"flag","competitor","直接竞争者","controls_intelligence","mkt_car_20","z_intelligence",0.00137975511163136,0.00333195055814142,0.680726680393841,-0.00532711350266865,0.00808662372593136,402,47,0.45216490548878,0.137975511163136,0.333195055814142,-0.532711350266865,0.808662372593136,""
"flag","downstream_deployer","下游部署者","controls_intelligence","mkt_car_20","z_intelligence",0.00672505285148403,0.00488256220664309,0.175065918492672,-0.00310303512571819,0.0165531408286862,745,47,0.254152232652754,0.672505285148403,0.488256220664309,-0.310303512571819,1.65531408286862,""
"flag","downstream_enabler","下游赋能者","controls_intelligence","mkt_car_20","z_intelligence",0.0119452588038222,0.00944410176312707,0.212299902097131,-0.0070647320709235,0.0309552496785679,372,47,0.270140202199743,1.19452588038222,0.944410176312707,-0.70647320709235,3.09552496785679,""
"flag","downstream_integrator","下游集成者","controls_intelligence","mkt_car_20","z_intelligence",0.0243735623702274,0.00956277479458035,0.0142109150926271,0.005124695072759,0.0436224296676959,1355,47,0.33317195970726,2.43735623702274,0.956277479458035,0.5124695072759,4.36224296676959,"**"
"flag","positive_exposure","正向商业暴露","controls_intelligence","mkt_car_20","z_intelligence",0.0168968226064368,0.00646923697302457,0.0121208781304681,0.00387492397506883,0.0299187212378049,2665,47,0.300524832565795,1.68968226064368,0.646923697302457,0.387492397506883,2.99187212378049,"**"
"flag","upstream_cloud","云服务方","controls_intelligence","mkt_car_20","z_intelligence",0.0103076594421545,0.0060719085158932,0.096340239702841,-0.00191445848652834,0.0225297773708373,235,47,0.525868366492694,1.03076594421545,0.60719085158932,-0.191445848652834,2.25297773708373,"*"
"flag","upstream_hardware","硬件上游","controls_intelligence","mkt_car_20","z_intelligence",0.0145826449815074,0.00739836871360695,0.0547505186795772,-0.00030949884129527,0.02947478880431,907,47,0.252717616987078,1.45826449815074,0.739836871360695,-0.030949884129527,2.947478880431,"*"
"flag","is_investor","主要投资者","controls_intelligence","mkt_car_20","z_intelligence",0.0113708142004169,0.0174312343458194,0.521269174456702,-0.0248794220758417,0.0476210504766756,38,22,0.54146018088186,1.13708142004169,1.74312343458194,-2.48794220758417,4.76210504766756,""
"flag","is_owner","发布方或所有者","controls_intelligence","mkt_car_20","z_intelligence",-0.000466047129931817,0.0266799080070941,0.986236275988808,-0.056119360009146,0.0551872657492823,21,21,0.60218300456035,-0.0466047129931817,2.66799080070941,-5.6119360009146,5.51872657492823,""
"flag","any_relation","任一关系","no_controls_intelligence","mkt_car_20","z_intelligence",0.00677011631064355,0.00646477192296479,0.300464157901832,-0.00624279464111016,0.0197830272623973,3711,47,0.00209518297563649,0.677011631064355,0.646477192296479,-0.624279464111016,1.97830272623973,""
"flag","broad_downstream","下游合并","no_controls_intelligence","mkt_car_20","z_intelligence",0.00837755887448241,0.00890114279027832,0.351530286744923,-0.00953951227342223,0.0262946300223871,2472,47,0.00299069527738938,0.837755887448241,0.890114279027832,-0.953951227342223,2.62946300223871,""
"flag","broad_upstream","上游合并","no_controls_intelligence","mkt_car_20","z_intelligence",0.00584199007368033,0.0058052666427969,0.319523247257774,-0.00584340560215931,0.01752738574952,1142,47,0.00175903631483743,0.584199007368033,0.58052666427969,-0.584340560215931,1.752738574952,""
"flag","competitor","直接竞争者","no_controls_intelligence","mkt_car_20","z_intelligence",-0.00714839820516157,0.00642342675725455,0.271548903413554,-0.0200780856548205,0.0057812892444974,402,47,0.00528853112084082,-0.714839820516157,0.642342675725455,-2.00780856548205,0.57812892444974,""
"flag","downstream_deployer","下游部署者","no_controls_intelligence","mkt_car_20","z_intelligence",0.0044089991264045,0.00453974019995721,0.336527650470349,-0.00472902394232697,0.013547022195136,745,47,0.00114181287427018,0.44089991264045,0.453974019995721,-0.472902394232697,1.3547022195136,""
"flag","downstream_enabler","下游赋能者","no_controls_intelligence","mkt_car_20","z_intelligence",-0.000611988631315119,0.0133655710696884,0.96367707986925,-0.0275154878145358,0.0262915105519056,372,47,2.55526812339424e-05,-0.0611988631315119,1.33655710696884,-2.75154878145358,2.62915105519056,""
"flag","downstream_integrator","下游集成者","no_controls_intelligence","mkt_car_20","z_intelligence",0.0130012032178923,0.0119761341701151,0.283315790412084,-0.011105504545201,0.0371079109809855,1355,47,0.00575406779022369,1.30012032178922,1.19761341701151,-1.1105504545201,3.71079109809855,""
"flag","positive_exposure","正向商业暴露","no_controls_intelligence","mkt_car_20","z_intelligence",0.00729889290972648,0.00856131735814838,0.39832988675141,-0.0099341451214429,0.0245319309408959,2665,47,0.00232548996299686,0.729889290972648,0.856131735814838,-0.99341451214429,2.45319309408959,""
"flag","upstream_cloud","云服务方","no_controls_intelligence","mkt_car_20","z_intelligence",-0.00506847845593017,0.00743621537265826,0.498913248036299,-0.020036803652171,0.00989984674031065,235,47,0.00191799890867306,-0.506847845593017,0.743621537265826,-2.0036803652171,0.989984674031065,""
"flag","upstream_hardware","硬件上游","no_controls_intelligence","mkt_car_20","z_intelligence",0.00878533321047685,0.00651975344433546,0.184420853672684,-0.00433824980366577,0.0219089162246195,907,47,0.00368806232595542,0.878533321047685,0.651975344433546,-0.433824980366577,2.19089162246195,""
"flag","is_investor","主要投资者","no_controls_intelligence","mkt_car_20","z_intelligence",-0.0359992230876907,0.0174374777354194,0.0515425439352034,-0.0722624432033996,0.000263997028018145,38,22,0.102611510711562,-3.59992230876907,1.74374777354194,-7.22624432033996,0.0263997028018145,"*"
"flag","is_owner","发布方或所有者","no_controls_intelligence","mkt_car_20","z_intelligence",0.0496033791292857,0.0349375598046924,0.171074189720687,-0.0232750935599677,0.122481851818539,21,21,0.0652548657499732,4.96033791292857,3.49375598046924,-2.32750935599677,12.2481851818539,""
