name_exact_status,time_match_status,strict_status,strict_reason,entity_id,event_id,ai_model_name,ai_year_month,ai_year,ai_month,aa_name,aa_creator,aa_modality,aa_release_date,aa_url,canonical_name,exact_name_candidate_count,same_month_candidate_count,same_month_candidates,all_exact_name_candidates,event_text
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-04-001-E01,AIT-2024-04-001,Stable Audio 2.0,2024-04,2024,April,Stable Audio 2.0,Stability.ai,music-instrumental,,,stableaudio20,1,0,,Stable Audio 2.0 | no_date | Stability.ai | music-instrumental,Stability AI releases a new update to the music creation model - Stable Audio 2.0 .
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-05-001-E01,AIT-2024-05-001,GPT-4o model,2024-05,2024,May,GPT-4o (May '24),OpenAI,language,2024-05-13,https://artificialanalysis.ai/models/gpt-4o-2024-05-13,gpt4o,3,1,GPT-4o (May '24) | 2024-05-13 | OpenAI | language,GPT-4o (Aug '24) | 2024-08-06 | OpenAI | language; GPT-4o (May '24) | 2024-05-13 | OpenAI | language; GPT-4o (Nov '24) | 2024-11-20 | OpenAI | language,"OpenAI announces the GPT-4o model that presents full multimodal capabilities, including receiving and creating text, images, and audio. The model presents an impressive ability to speak with a high response speed and in natural language. The model is 2 times more efficient than the GPT-4 Turbo model, and has better capabilities for languages other than English."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-06-003-E01,AIT-2024-06-003,DeepSeekCoderV2,2024-06,2024,June,DeepSeek-Coder-V2,DeepSeek,language,2024-06-17,https://artificialanalysis.ai/models/deepseek-coder-v2,deepseekcoderv2,1,1,DeepSeek-Coder-V2 | 2024-06-17 | DeepSeek | language,DeepSeek-Coder-V2 | 2024-06-17 | DeepSeek | language,"DeepSeekAI publishes the DeepSeekCoderV2 open source language model which presents similar coding capabilities to models such as GPT-4, Claude 3 Opus and more."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-07-001-E01,AIT-2024-07-001,GPT-4o mini,2024-07,2024,July,GPT-4o mini,OpenAI,language,2024-07-18,https://artificialanalysis.ai/models/gpt-4o-mini,gpt4omini,1,1,GPT-4o mini | 2024-07-18 | OpenAI | language,GPT-4o mini | 2024-07-18 | OpenAI | language,OpenAI has released a miniaturized model called GPT-4o mini that presents high capabilities at a low cost
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-07-007-E01,AIT-2024-07-007,Mistral Large 2,2024-07,2024,July,Mistral Large 2 (Jul '24),Mistral,language,2024-07-24,https://artificialanalysis.ai/models/mistral-large-2407,mistrallarge2,2,1,Mistral Large 2 (Jul '24) | 2024-07-24 | Mistral | language,Mistral Large 2 (Nov '24) | 2024-11-18 | Mistral | language; Mistral Large 2 (Jul '24) | 2024-07-24 | Mistral | language,"Mistral AI has released a large language model Mistral Large 2 in size 123B, which presents capabilities close to the closed SOTA models."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-07-008-E01,AIT-2024-07-008,Midjourney v6.1,2024-07,2024,July,Midjourney v6.1,Midjourney,text-to-image,2024-07,https://artificialanalysis.ai/models/midjourney-v6-1,midjourneyv61,1,1,Midjourney v6.1 | 2024-07 | Midjourney | text-to-image,Midjourney v6.1 | 2024-07 | Midjourney | text-to-image,Midjourney v6.1 is released
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-08-004-E01,AIT-2024-08-004,Grok 2,2024-08,2024,August,Grok 2,xAI,text-to-image,2024-12,https://artificialanalysis.ai/models/grok-2,grok2,2,0,,Grok 2 (Dec '24) | 2024-12-12 | xAI | language; Grok 2 | 2024-12 | xAI | text-to-image,"xAI Corporation has launched the models Grok 2 and Grok 2 mini , which demonstrate performance on par with leading SOTA models in the market."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-08-006-E01,AIT-2024-08-006,Gemini 1.5 Flash8B,2024-08,2024,August,Gemini 1.5 Flash-8B,Google,language,2024-10-03,https://artificialanalysis.ai/models/gemini-1-5-flash-8b,gemini15flash8b,1,0,,Gemini 1.5 Flash-8B | 2024-10-03 | Google | language,"Google has introduced three new experimental AI models: Gemini 1.5 Flash8B , Gemini 1.5 Pro Enhanced, and Gemini 1.5 Flash Updated."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-08-006-E02,AIT-2024-08-006,Gemini 1.5 Pro,2024-08,2024,August,Gemini 1.5 Pro (May '24),Google,language,2024-05-15,https://artificialanalysis.ai/models/gemini-1-5-pro-may-2024,gemini15pro,2,0,,Gemini 1.5 Pro (Sep '24) | 2024-09-24 | Google | language; Gemini 1.5 Pro (May '24) | 2024-05-15 | Google | language,"Google has introduced three new experimental AI models: Gemini 1.5 Flash8B , Gemini 1.5 Pro Enhanced, and Gemini 1.5 Flash Updated."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-08-006-E03,AIT-2024-08-006,Gemini 1.5 Flash,2024-08,2024,August,Gemini 1.5 Flash (May '24),Google,language,2024-05-14,https://artificialanalysis.ai/models/gemini-1-5-flash-may-2024,gemini15flash,2,0,,Gemini 1.5 Flash (Sep '24) | 2024-09-24 | Google | language; Gemini 1.5 Flash (May '24) | 2024-05-14 | Google | language,"Google has introduced three new experimental AI models: Gemini 1.5 Flash8B , Gemini 1.5 Pro Enhanced, and Gemini 1.5 Flash Updated."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-09-002-E01,AIT-2024-09-002,o1 preview,2024-09,2024,September,o1-preview,OpenAI,language,2024-09-12,https://artificialanalysis.ai/models/o1-preview,o1preview,1,1,o1-preview | 2024-09-12 | OpenAI | language,o1-preview | 2024-09-12 | OpenAI | language,"OPENAI has released two nextgeneration AI models to its subscribers: o1 preview and o1 mini . These models show a significant improvement in performance, particularly in tasks requiring reasoning, including coding, mathematics, GPQA, and more."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-09-002-E02,AIT-2024-09-002,o1 mini,2024-09,2024,September,o1-mini,OpenAI,language,2024-09-12,https://artificialanalysis.ai/models/o1-mini,o1mini,1,1,o1-mini | 2024-09-12 | OpenAI | language,o1-mini | 2024-09-12 | OpenAI | language,"OPENAI has released two nextgeneration AI models to its subscribers: o1 preview and o1 mini . These models show a significant improvement in performance, particularly in tasks requiring reasoning, including coding, mathematics, GPQA, and more."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-09-008-E02,AIT-2024-09-008,Moshi,2024-09,2024,September,Moshi,Kyutai,speech-to-speech,,https://artificialanalysis.ai/models/moshi,moshi,1,0,,Moshi | no_date | Kyutai | speech-to-speech,"Kyutai releases two opensource versions of its voicetovoice model, Moshi ."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-09-010-E01,AIT-2024-09-010,Mistral Small,2024-09,2024,September,Mistral Small (Sep '24),Mistral,language,2024-09-17,https://artificialanalysis.ai/models/mistral-small,mistralsmall,2,1,Mistral Small (Sep '24) | 2024-09-17 | Mistral | language,Mistral Small (Sep '24) | 2024-09-17 | Mistral | language; Mistral Small (Feb '24) | 2024-02-26 | Mistral | language,Mistral AI launches a 22B model named Mistral Small .
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-10-001-E01,AIT-2024-10-001,Flux 1.1 Pro,2024-10,2024,October,FLUX1.1 [pro],Black Forest Labs,text-to-image,2024-10,https://artificialanalysis.ai/models/flux1-1-pro,flux11pro,1,1,FLUX1.1 [pro] | 2024-10 | Black Forest Labs | text-to-image,FLUX1.1 [pro] | 2024-10 | Black Forest Labs | text-to-image,"Flux 1.1 Pro is released, showcasing advanced capabilities for image creation."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-10-011-E02,AIT-2024-10-011,Claude 3.5 Haiku,2024-10,2024,October,Claude 3.5 Haiku,Anthropic,language,2024-10-22,https://artificialanalysis.ai/models/claude-3-5-haiku,claude35haiku,1,1,Claude 3.5 Haiku | 2024-10-22 | Anthropic | language,Claude 3.5 Haiku | 2024-10-22 | Anthropic | language,"Anthropic launches Claude 3.5 Sonnet New , demonstrating significant advancements in specific areas over its previous version, and announces Claude 3.5 Haiku ."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-10-013-E01,AIT-2024-10-013,Recraft v3,2024-10,2024,October,Recraft V3,Recraft,text-to-image,2024-10,https://artificialanalysis.ai/models/recraft-v3,recraftv3,1,1,Recraft V3 | 2024-10 | Recraft | text-to-image,Recraft V3 | 2024-10 | Recraft | text-to-image,"The texttoimage model Recraft v3 has been released to the public, ranking first in benchmarks compared to similar models."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-11-001-E01,AIT-2024-11-001,QwQ 32B Preview,2024-11,2024,November,QwQ 32B-Preview,Alibaba,language,2024-11-27,https://artificialanalysis.ai/models/QwQ-32B-Preview,qwq32bpreview,1,1,QwQ 32B-Preview | 2024-11-27 | Alibaba | language,QwQ 32B-Preview | 2024-11-27 | Alibaba | language,"Alibaba released its new model, QwQ 32B Preview , which integrates reasoning capabilities before responding. The model competes with, and sometimes surpasses, OpenAI's o1-preview model."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-11-005-E01,AIT-2024-11-005,Pixtral Large,2024-11,2024,November,Pixtral Large,Mistral,language,2024-11-18,https://artificialanalysis.ai/models/pixtral-large-2411,pixtrallarge,1,1,Pixtral Large | 2024-11-18 | Mistral | language,Pixtral Large | 2024-11-18 | Mistral | language,"Mistral AI launched the Pixtral Large model, a multimodal language model excelling in image recognition and advanced performance metrics, and an update to Mistral Large, 2411."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-11-007-E01,AIT-2024-11-007,Claude 3.5 Haiku,2024-11,2024,November,Claude 3.5 Haiku,Anthropic,language,2024-10-22,https://artificialanalysis.ai/models/claude-3-5-haiku,claude35haiku,1,0,,Claude 3.5 Haiku | 2024-10-22 | Anthropic | language,Anthropic launches Claude 3.5 Haiku and Visual PDF Analysis in Claude.
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-002-E01,AIT-2024-12-002,SORA,2024-12,2024,December,Sora,OpenAI,image-to-video,2024-12,https://artificialanalysis.ai/models/sora,sora,2,2,Sora | 2024-12 | OpenAI | text-to-video; Sora | 2024-12 | OpenAI | image-to-video,Sora | 2024-12 | OpenAI | text-to-video; Sora | 2024-12 | OpenAI | image-to-video,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o ."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-002-E02,AIT-2024-12-002,o1,2024-12,2024,December,o1,OpenAI,language,2024-12-05,https://artificialanalysis.ai/models/o1,o1,1,1,o1 | 2024-12-05 | OpenAI | language,o1 | 2024-12-05 | OpenAI | language,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o ."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-12-002-E03,AIT-2024-12-002,o1 Pro,2024-12,2024,December,o1-pro,OpenAI,language,2025-03-19,https://artificialanalysis.ai/models/o1-pro,o1pro,1,0,,o1-pro | 2025-03-19 | OpenAI | language,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o ."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-12-002-E04,AIT-2024-12-002,GPT 4o,2024-12,2024,December,GPT-4o (May '24),OpenAI,language,2024-05-13,https://artificialanalysis.ai/models/gpt-4o-2024-05-13,gpt4o,3,0,,GPT-4o (Aug '24) | 2024-08-06 | OpenAI | language; GPT-4o (May '24) | 2024-05-13 | OpenAI | language; GPT-4o (Nov '24) | 2024-11-20 | OpenAI | language,"OpenAI released SORA , a video generation model, along with the full version of o1 and o1 Pro for advanced subscribers. Additionally, the company launched a live video mode for GPT 4o ."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-12-004-E01,AIT-2024-12-004,Gemini 2.0 Flash,2024-12,2024,December,Gemini 2.0 Flash (Feb '25),Google,language,2025-02-05,https://artificialanalysis.ai/models/gemini-2-0-flash,gemini20flash,1,0,,Gemini 2.0 Flash (Feb '25) | 2025-02-05 | Google | language,"Google launched Gemini 2.0 Flash in beta. This model leads benchmarks and outperforms the previous version, Gemini Pro 1.5 . Additionally, Google introduced live speech and video mode and announced built-in image generation capabilities within the model."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-12-005-E02,AIT-2024-12-005,Gemini 2.0 Flash,2024-12,2024,December,Gemini 2.0 Flash (Feb '25),Google,language,2025-02-05,https://artificialanalysis.ai/models/gemini-2-0-flash,gemini20flash,1,0,,Gemini 2.0 Flash (Feb '25) | 2025-02-05 | Google | language,"Google revealed Gemini-2.0-Flash-Thinking , a thinking model based on Gemini 2.0 Flash , which secured second place in the chatbot leaderboard."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-006-E01,AIT-2024-12-006,Veo 2,2024-12,2024,December,Veo 2,Google,image-to-video,2024-12,https://artificialanalysis.ai/models/veo-2,veo2,2,2,Veo 2 | 2024-12 | Google | text-to-video; Veo 2 | 2024-12 | Google | image-to-video,Veo 2 | 2024-12 | Google | text-to-video; Veo 2 | 2024-12 | Google | image-to-video,"Google introduced Veo 2 , a beta version video generation model capable of producing 4K videos up to two minutes long. The model outperformed SORA in human evaluations. Additionally, Google updated Imagen 3 , offering enhanced image quality and realism."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-006-E02,AIT-2024-12-006,SORA,2024-12,2024,December,Sora,OpenAI,image-to-video,2024-12,https://artificialanalysis.ai/models/sora,sora,2,2,Sora | 2024-12 | OpenAI | text-to-video; Sora | 2024-12 | OpenAI | image-to-video,Sora | 2024-12 | OpenAI | text-to-video; Sora | 2024-12 | OpenAI | image-to-video,"Google introduced Veo 2 , a beta version video generation model capable of producing 4K videos up to two minutes long. The model outperformed SORA in human evaluations. Additionally, Google updated Imagen 3 , offering enhanced image quality and realism."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-008-E01,AIT-2024-12-008,Phi4,2024-12,2024,December,Phi-4,Microsoft,language,2024-12-12,https://artificialanalysis.ai/models/phi-4,phi4,1,1,Phi-4 | 2024-12-12 | Microsoft | language,Phi-4 | 2024-12-12 | Microsoft | language,"Microsoft open-sourced the Phi4 model, sized at 14B, showcasing impressive capabilities for its size."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-013-E01,AIT-2024-12-013,Deepseek V3,2024-12,2024,December,DeepSeek V3 (Dec '24),DeepSeek,language,2024-12-26,https://artificialanalysis.ai/models/deepseek-v3,deepseekv3,1,1,DeepSeek V3 (Dec '24) | 2024-12-26 | DeepSeek | language,DeepSeek V3 (Dec '24) | 2024-12-26 | DeepSeek | language,"Deepseek open-sourced Deepseek V3 , a model with 671B parameters that surpasses closed-source SOTA models across several benchmarks."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-12-015-E01,AIT-2024-12-015,o3,2024-12,2024,December,o3,OpenAI,language,2025-04-16,https://artificialanalysis.ai/models/o3,o3,1,0,,o3 | 2025-04-16 | OpenAI | language,"OpenAI announced o3 , a groundbreaking AI model achieving 87.5% in the ARC-AGI benchmark, 25.2% in the Frontier Math Benchmark (compared to under 2% in previous models), and 87.7% in Ph.D.-level science questions. A cost-effective version, o3 Mini , is expected in January 2025, with performance similar to o1 , alongside improved speed and efficiency."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2024-12-015-E04,AIT-2024-12-015,o3 Mini,2024-12,2024,December,o3-mini,OpenAI,language,2025-01-31,https://artificialanalysis.ai/models/o3-mini,o3mini,1,0,,o3-mini | 2025-01-31 | OpenAI | language,"OpenAI announced o3 , a groundbreaking AI model achieving 87.5% in the ARC-AGI benchmark, 25.2% in the Frontier Math Benchmark (compared to under 2% in previous models), and 87.7% in Ph.D.-level science questions. A cost-effective version, o3 Mini , is expected in January 2025, with performance similar to o1 , alongside improved speed and efficiency."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2024-12-015-E05,AIT-2024-12-015,o1,2024-12,2024,December,o1,OpenAI,language,2024-12-05,https://artificialanalysis.ai/models/o1,o1,1,1,o1 | 2024-12-05 | OpenAI | language,o1 | 2024-12-05 | OpenAI | language,"OpenAI announced o3 , a groundbreaking AI model achieving 87.5% in the ARC-AGI benchmark, 25.2% in the Frontier Math Benchmark (compared to under 2% in previous models), and 87.7% in Ph.D.-level science questions. A cost-effective version, o3 Mini , is expected in January 2025, with performance similar to o1 , alongside improved speed and efficiency."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2025-01-003-E03,AIT-2025-01-003,o1,2025-01,2025,January,o1,OpenAI,language,2024-12-05,https://artificialanalysis.ai/models/o1,o1,1,0,,o1 | 2024-12-05 | OpenAI | language,"DeepSeek open-sourced the reasoning models R1 and R1-Zero , which demonstrated capabilities similar to o1 across various domains at a fraction of the cost. Additionally, smaller distilled models were released, achieving high performance relative to their size."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2025-01-006-E01,AIT-2025-01-006,Qwen2.5-Max,2025-01,2025,January,Qwen2.5 Max,Alibaba,language,2025-01-28,https://artificialanalysis.ai/models/qwen-2-5-max,qwen25max,1,1,Qwen2.5 Max | 2025-01-28 | Alibaba | language,Qwen2.5 Max | 2025-01-28 | Alibaba | language,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2025-01-006-E02,AIT-2025-01-006,DeepSeek-V3,2025-01,2025,January,DeepSeek V3 (Dec '24),DeepSeek,language,2024-12-26,https://artificialanalysis.ai/models/deepseek-v3,deepseekv3,1,0,,DeepSeek V3 (Dec '24) | 2024-12-26 | DeepSeek | language,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes."
name_exact_keep,time_mismatch_or_missing,drop_name_exact_time_mismatch,normalized_name_exact_but_release_month_not_same_or_missing,AIT-2025-01-006-E03,AIT-2025-01-006,GPT-4o,2025-01,2025,January,GPT-4o (May '24),OpenAI,language,2024-05-13,https://artificialanalysis.ai/models/gpt-4o-2024-05-13,gpt4o,3,0,,GPT-4o (Aug '24) | 2024-08-06 | OpenAI | language; GPT-4o (May '24) | 2024-05-13 | OpenAI | language; GPT-4o (Nov '24) | 2024-11-20 | OpenAI | language,"Alibaba unveiled Qwen2.5-Max , a large language model that surpasses several leading models, including DeepSeek-V3 , GPT-4o , and Claude 3.5 . Additionally, the Qwen2.5-1M series was open-sourced, capable of processing up to one million tokens, along with the Qwen2.5-VL vision model series in three different sizes."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2025-01-007-E01,AIT-2025-01-007,o3 mini,2025-01,2025,January,o3-mini,OpenAI,language,2025-01-31,https://artificialanalysis.ai/models/o3-mini,o3mini,1,1,o3-mini | 2025-01-31 | OpenAI | language,o3-mini | 2025-01-31 | OpenAI | language,"OpenAI made the o3 mini reasoning model available to all users, including the free tier, featuring three reasoning levels. The model matches or comes close to o1 in several benchmarks, significantly surpasses it in coding, and remains significantly faster and more cost-efficient."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2025-02-001-E01,AIT-2025-02-001,Grok 3,2025-02,2025,February 2025,Grok 3,xAI,language,2025-02-19,https://artificialanalysis.ai/models/grok-3,grok3,1,1,Grok 3 | 2025-02-19 | xAI | language,Grok 3 | 2025-02-19 | xAI | language,"xAI launches Grok 3 , Grok 3 Reasoning and Grok 3 mini , next-generation AI models trained with 10 times the computing power of Grok 2, significantly improving SOTA performance. They include ""Think"" and ""Big Brain"" modes for advanced reasoning, as well as DeepSearch for autonomous web searches."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2025-02-004-E01,AIT-2025-02-004,Gemini 2.0 Flash,2025-02,2025,February 2025,Gemini 2.0 Flash (Feb '25),Google,language,2025-02-05,https://artificialanalysis.ai/models/gemini-2-0-flash,gemini20flash,1,1,Gemini 2.0 Flash (Feb '25) | 2025-02-05 | Google | language,Gemini 2.0 Flash (Feb '25) | 2025-02-05 | Google | language,"Google releases Gemini 2.0 Flash , Gemini 2.0 Flash-Lite Preview , and Gemini 2.0 Pro Experimental ."
name_exact_keep,same_month,strict_keep,normalized_name_exact_and_same_calendar_month,AIT-2025-02-004-E02,AIT-2025-02-004,Gemini 2.0 Flash-Lite Preview,2025-02,2025,February 2025,Gemini 2.0 Flash-Lite (Preview),Google,language,2025-02-05,https://artificialanalysis.ai/models/gemini-2-0-flash-lite-preview,gemini20flashlitepreview,1,1,Gemini 2.0 Flash-Lite (Preview) | 2025-02-05 | Google | language,Gemini 2.0 Flash-Lite (Preview) | 2025-02-05 | Google | language,"Google releases Gemini 2.0 Flash , Gemini 2.0 Flash-Lite Preview , and Gemini 2.0 Pro Experimental ."
