"set_type","role","role_label","spec","outcome","term","coef","se","p_value","ci_lo","ci_hi","n","events","r_squared"
"flag","is_investor","主要投资者","controls_open_interaction","mkt_car_5","z_intelligence",0.0040298626897215,0.0180342427253372,0.825339911444265,-0.0334743981610693,0.0415341235405123,38,22,0.224447545593852
"flag","is_investor","主要投资者","controls_open_interaction","mkt_car_5","is_open_weight_or_open_source",0.0153561254878874,0.0228811224782009,0.509455318881118,-0.032227773600689,0.0629400245764637,38,22,0.224447545593852
"flag","is_investor","主要投资者","controls_open_interaction","mkt_car_5","z_intelligence:is_open_weight_or_open_source",-0.0155475184789468,0.0334139853547591,0.646505913292952,-0.0850357050302318,0.0539406680723382,38,22,0.224447545593852
"flag","is_investor","主要投资者","controls_cost_speed","mkt_car_5","z_intelligence",-0.0270684423620439,0.0215035418688396,0.221920497567796,-0.0717875057431641,0.0176506210190763,38,22,0.318173172930109
"flag","is_investor","主要投资者","controls_cost_speed","mkt_car_5","z_low_price",0.00293121803612451,0.0061144704279078,0.636615563786622,-0.00978451931893053,0.0156469553911795,38,22,0.318173172930109
"flag","is_investor","主要投资者","controls_cost_speed","mkt_car_5","z_speed",-0.0109153546341524,0.012259024923963,0.383342353500088,-0.0364093925888876,0.0145786833205828,38,22,0.318173172930109
"flag","is_investor","主要投资者","controls_cost_speed","mkt_car_5","z_low_ttft",-0.0281793925647683,0.0158693225996791,0.090274542456564,-0.0611814555495109,0.00482267041997416,38,22,0.318173172930109
"flag","is_investor","主要投资者","controls_sentiment","mkt_car_5","z_intelligence",-0.000530243480661368,0.0151123171499199,0.972419192069212,-0.03241444562072,0.0313539586593973,28,18,0.306003506067015
"flag","is_investor","主要投资者","controls_sentiment","mkt_car_5","z_sent_w5",-0.0253606815601803,0.0133434819130772,0.0744476701848967,-0.0535129675629276,0.00279160444256705,28,18,0.306003506067015
"flag","is_investor","主要投资者","controls_sentiment","mkt_car_5","z_intelligence:z_sent_w5",0.0212576785745369,0.0184660820769154,0.265595049438515,-0.0177023490528877,0.0602177062019615,28,18,0.306003506067015
"flag","is_investor","主要投资者","no_controls_intelligence","mkt_car_20","z_intelligence",-0.0359992230876907,0.0174374777354194,0.0515425439352034,-0.0722624432033996,0.000263997028018145,38,22,0.102611510711562
"flag","is_investor","主要投资者","controls_intelligence","mkt_car_20","z_intelligence",0.0113708142004169,0.0174312343458194,0.521269174456702,-0.0248794220758417,0.0476210504766756,38,22,0.54146018088186
"flag","is_investor","主要投资者","controls_closed_intelligence","mkt_car_20","z_intelligence",0.00209115160748109,0.0262342587013951,0.93734686264122,-0.0530249807076651,0.0572072839226273,35,19,0.577054356359283
"flag","is_investor","主要投资者","controls_open_interaction","mkt_car_20","z_intelligence",0.00203764199729258,0.02622699120352,0.938808124043274,-0.0525043720150987,0.0565796560096839,38,22,0.587268130933127
"flag","is_investor","主要投资者","controls_open_interaction","mkt_car_20","is_open_weight_or_open_source",-0.055880433310799,0.0456179769974303,0.234151440336902,-0.150748209843124,0.0389873432215259,38,22,0.587268130933127
"flag","is_investor","主要投资者","controls_open_interaction","mkt_car_20","z_intelligence:is_open_weight_or_open_source",-0.153635413723973,0.054310427194224,0.0100568688865618,-0.266580130030156,-0.0406906974177899,38,22,0.587268130933127
"flag","is_investor","主要投资者","controls_cost_speed","mkt_car_20","z_intelligence",-0.0614394001059377,0.0243649144820467,0.0198280306396952,-0.112109013588408,-0.0107697866234674,38,22,0.741256755338752
"flag","is_investor","主要投资者","controls_cost_speed","mkt_car_20","z_low_price",0.0112789889109626,0.0116007466095212,0.341985853856268,-0.0128460843473753,0.0354040621693005,38,22,0.741256755338752
"flag","is_investor","主要投资者","controls_cost_speed","mkt_car_20","z_speed",-0.0149555174194159,0.015042724813303,0.331442695404594,-0.0462385762035894,0.0163275413647576,38,22,0.741256755338752
"flag","is_investor","主要投资者","controls_cost_speed","mkt_car_20","z_low_ttft",-0.080206926880556,0.0130387348865939,4.20042041603645e-06,-0.10732246046845,-0.0530913932926615,38,22,0.741256755338752
"flag","is_investor","主要投资者","controls_sentiment","mkt_car_20","z_intelligence",0.0346122836464787,0.0197163242722431,0.0971725216474052,-0.00698552444071285,0.0762100917336702,28,18,0.690154229432875
"flag","is_investor","主要投资者","controls_sentiment","mkt_car_20","z_sent_w5",-0.0367171464687546,0.0159310292901751,0.0340619500541022,-0.0703286802360847,-0.00310561270142441,28,18,0.690154229432875
"flag","is_investor","主要投资者","controls_sentiment","mkt_car_20","z_intelligence:z_sent_w5",0.0225260732152637,0.0220380273041183,0.321038352325402,-0.0239701000956811,0.0690222465262084,28,18,0.690154229432875
"flag","is_investor","主要投资者","no_controls_intelligence","ff3_car_20","z_intelligence",-0.0352404574413345,0.0181499885089447,0.0657191104604211,-0.0729854248261842,0.00250450994351511,38,22,0.0913619096279836
"flag","is_investor","主要投资者","controls_intelligence","ff3_car_20","z_intelligence",-0.00233137463899028,0.0182878266776068,0.899771522102545,-0.0403629921877216,0.035700242909741,38,22,0.491312621315543
"flag","is_investor","主要投资者","controls_closed_intelligence","ff3_car_20","z_intelligence",-0.00945124745105322,0.0281226074850798,0.740701754795362,-0.068534653345505,0.0496321584433986,35,19,0.501538441694779
"flag","is_investor","主要投资者","controls_open_interaction","ff3_car_20","z_intelligence",-0.00944081838960276,0.0281262608566605,0.740458718561981,-0.0679325798675362,0.0490509430883307,38,22,0.506757621947875
"flag","is_investor","主要投资者","controls_open_interaction","ff3_car_20","is_open_weight_or_open_source",-0.0373246314475399,0.0463032750546346,0.429224994095489,-0.133617563307392,0.058968300412312,38,22,0.506757621947875
"flag","is_investor","主要投资者","controls_open_interaction","ff3_car_20","z_intelligence:is_open_weight_or_open_source",-0.0859680918116037,0.0522495920195317,0.114787203484126,-0.194627066756795,0.0226908831335872,38,22,0.506757621947875
"flag","is_investor","主要投资者","controls_cost_speed","ff3_car_20","z_intelligence",-0.0579306321274947,0.0262558442135706,0.0386285548726631,-0.112532649259049,-0.00332861499594019,38,22,0.64925156011279
"flag","is_investor","主要投资者","controls_cost_speed","ff3_car_20","z_low_price",0.0199863552060719,0.0130238344284781,0.139811929583071,-0.00709819118283212,0.0470709015949759,38,22,0.64925156011279
"flag","is_investor","主要投资者","controls_cost_speed","ff3_car_20","z_speed",-0.0129058475855115,0.0151328751304135,0.403373266961243,-0.0443763842172545,0.0185646890462315,38,22,0.64925156011279
"flag","is_investor","主要投资者","controls_cost_speed","ff3_car_20","z_low_ttft",-0.0678152531510229,0.013300162916361,4.74795215552948e-05,-0.0954744560890209,-0.0401560502130248,38,22,0.64925156011279
"flag","is_investor","主要投资者","controls_sentiment","ff3_car_20","z_intelligence",0.030584703515602,0.0219553748756576,0.181557932354834,-0.0157370884142307,0.0769064954454347,28,18,0.767034055223033
"flag","is_investor","主要投资者","controls_sentiment","ff3_car_20","z_sent_w5",-0.0400936369464983,0.0153744505255595,0.0183806530785507,-0.0725308921659514,-0.00765638172704513,28,18,0.767034055223033
"flag","is_investor","主要投资者","controls_sentiment","ff3_car_20","z_intelligence:z_sent_w5",0.0357953544085452,0.0184797404598354,0.0695446457005832,-0.00319348988793219,0.0747841987050225,28,18,0.767034055223033
"flag","upstream_cloud","云服务方","no_controls_intelligence","mkt_car_1","z_intelligence",-0.00333990814077226,0.00305623631666274,0.28016425929665,-0.00949179277184041,0.0028119764902959,235,47,0.0138120645696536
"flag","upstream_cloud","云服务方","controls_intelligence","mkt_car_1","z_intelligence",-0.00127807633879708,0.00243253376469285,0.601822161202503,-0.00617451284797024,0.00361836017037607,235,47,0.0435941766161537
"flag","upstream_cloud","云服务方","controls_closed_intelligence","mkt_car_1","z_intelligence",0.00167753726351277,0.00314509603382682,0.597140397395514,-0.00470734712986776,0.0080624216568933,180,36,0.0421866883454811
"flag","upstream_cloud","云服务方","controls_open_interaction","mkt_car_1","z_intelligence",0.000482884333313016,0.00301218060973065,0.873338370615735,-0.00558032075916425,0.00654608942579028,235,47,0.0485857552886283
"flag","upstream_cloud","云服务方","controls_open_interaction","mkt_car_1","is_open_weight_or_open_source",0.00331570126785129,0.00529886799619567,0.534579525145363,-0.00735036680094599,0.0139817693366486,235,47,0.0485857552886283
"flag","upstream_cloud","云服务方","controls_open_interaction","mkt_car_1","z_intelligence:is_open_weight_or_open_source",-0.00344246783334027,0.00517076844539657,0.508892239049769,-0.0138506848801105,0.00696574921342994,235,47,0.0485857552886283
"flag","upstream_cloud","云服务方","controls_cost_speed","mkt_car_1","z_intelligence",-0.00333207120155668,0.00378162953135663,0.382833388348895,-0.0109440966419682,0.00427995423885483,235,47,0.0496356691851769
"flag","upstream_cloud","云服务方","controls_cost_speed","mkt_car_1","z_low_price",-0.00265357893238428,0.0017415035249576,0.134422508414113,-0.0061590437132741,0.000851885848505539,235,47,0.0496356691851769
"flag","upstream_cloud","云服务方","controls_cost_speed","mkt_car_1","z_speed",-0.000516568213783383,0.00231671768619739,0.824542787785747,-0.00517987904826892,0.00414674262070215,235,47,0.0496356691851769
"flag","upstream_cloud","云服务方","controls_cost_speed","mkt_car_1","z_low_ttft",-0.00019773234355041,0.00486380184951468,0.967747782735374,-0.00998805768045468,0.00959259299335386,235,47,0.0496356691851769
"flag","upstream_cloud","云服务方","controls_sentiment","mkt_car_1","z_intelligence",-0.00158833021839523,0.00274026075324347,0.56567881895995,-0.00714062590335161,0.00396396546656115,190,38,0.0770923573870853
"flag","upstream_cloud","云服务方","controls_sentiment","mkt_car_1","z_sent_w5",0.00150743051244076,0.00210402851796931,0.478211825934293,-0.00275573621266697,0.00577059723754848,190,38,0.0770923573870853
"flag","upstream_cloud","云服务方","controls_sentiment","mkt_car_1","z_intelligence:z_sent_w5",0.00347025149631945,0.00342655712753464,0.317756076059479,-0.0034726127296299,0.0104131157222688,190,38,0.0770923573870853
"flag","upstream_cloud","云服务方","no_controls_intelligence","mkt_car_5","z_intelligence",-0.000509456891025836,0.00346727027505742,0.883826892747729,-0.00748870996795308,0.00646979618590141,235,47,8.85807891244372e-05
"flag","upstream_cloud","云服务方","controls_intelligence","mkt_car_5","z_intelligence",0.0055582722808087,0.00351707627626274,0.12087530468209,-0.0015212350767445,0.0126377796383619,235,47,0.194248318676558
"flag","upstream_cloud","云服务方","controls_closed_intelligence","mkt_car_5","z_intelligence",0.00437571916384262,0.00426774709248886,0.312256288442194,-0.00428826804438636,0.0130397063720716,180,36,0.22869457434232
"flag","upstream_cloud","云服务方","controls_open_interaction","mkt_car_5","z_intelligence",0.00353365562672615,0.00409894875355508,0.393111012419696,-0.00471710027950116,0.0117844115329535,235,47,0.197882054955225
"flag","upstream_cloud","云服务方","controls_open_interaction","mkt_car_5","is_open_weight_or_open_source",-0.00986380317820429,0.00749811552755186,0.19485982873913,-0.0249567269238029,0.00522912056739427,235,47,0.197882054955225
"flag","upstream_cloud","云服务方","controls_open_interaction","mkt_car_5","z_intelligence:is_open_weight_or_open_source",-0.00182318241575549,0.00606804680156962,0.765182938382163,-0.0140375271166721,0.0103911622851611,235,47,0.197882054955225
"flag","upstream_cloud","云服务方","controls_cost_speed","mkt_car_5","z_intelligence",0.0089020646086077,0.0064831739790533,0.176377006601218,-0.00414788776085764,0.021952016978073,235,47,0.1972586122541
"flag","upstream_cloud","云服务方","controls_cost_speed","mkt_car_5","z_low_price",0.000522060530888142,0.00315846111999586,0.869440382590899,-0.00583559195690966,0.00687971301868595,235,47,0.1972586122541
"flag","upstream_cloud","云服务方","controls_cost_speed","mkt_car_5","z_speed",-0.00321900534530595,0.00398573645856862,0.423459652613475,-0.0112418767212114,0.00480386603059954,235,47,0.1972586122541
"flag","upstream_cloud","云服务方","controls_cost_speed","mkt_car_5","z_low_ttft",0.00159752294785126,0.0048773633731888,0.744746878921632,-0.0082201003203713,0.0114151462160738,235,47,0.1972586122541
"flag","upstream_cloud","云服务方","controls_sentiment","mkt_car_5","z_intelligence",0.00383136324451551,0.00399919879246386,0.344264857830371,-0.00427178320692988,0.0119345096959609,190,38,0.283435508590667
"flag","upstream_cloud","云服务方","controls_sentiment","mkt_car_5","z_sent_w5",0.00054819785141366,0.00256167660083117,0.831722313888263,-0.00464225196990847,0.0057386476727358,190,38,0.283435508590667
"flag","upstream_cloud","云服务方","controls_sentiment","mkt_car_5","z_intelligence:z_sent_w5",0.00205270169437325,0.00336413966706645,0.545477987515737,-0.00476369274361405,0.00886909613236054,190,38,0.283435508590667
"flag","upstream_cloud","云服务方","no_controls_intelligence","mkt_car_20","z_intelligence",-0.00506847845593017,0.00743621537265826,0.498913248036299,-0.020036803652171,0.00989984674031065,235,47,0.00191799890867306
"flag","upstream_cloud","云服务方","controls_intelligence","mkt_car_20","z_intelligence",0.0103076594421545,0.0060719085158932,0.096340239702841,-0.00191445848652834,0.0225297773708373,235,47,0.525868366492694
"flag","upstream_cloud","云服务方","controls_closed_intelligence","mkt_car_20","z_intelligence",0.0197215278383638,0.00466200546885989,0.000159565476751212,0.0102571535744849,0.0291859021022427,180,36,0.568335690914312
"flag","upstream_cloud","云服务方","controls_open_interaction","mkt_car_20","z_intelligence",0.018127536488263,0.00414553475250686,6.95805885706571e-05,0.0097830078297744,0.0264720651467516,235,47,0.536526264067499
"flag","upstream_cloud","云服务方","controls_open_interaction","mkt_car_20","is_open_weight_or_open_source",-0.0150970801091619,0.0110144454682669,0.177131916440197,-0.0372680089167745,0.00707384869845062,235,47,0.536526264067499
"flag","upstream_cloud","云服务方","controls_open_interaction","mkt_car_20","z_intelligence:is_open_weight_or_open_source",-0.0437745548308723,0.00799642417220066,1.76282097930757e-06,-0.059870521854188,-0.0276785878075567,235,47,0.536526264067499
"flag","upstream_cloud","云服务方","controls_cost_speed","mkt_car_20","z_intelligence",0.00229473844383718,0.0100398304550934,0.820221298422651,-0.0179143920931175,0.0225038689807919,235,47,0.530224297270963
"flag","upstream_cloud","云服务方","controls_cost_speed","mkt_car_20","z_low_price",-0.0047810506088035,0.00343991093193573,0.171256445778011,-0.0117052321843718,0.00214313096676476,235,47,0.530224297270963
"flag","upstream_cloud","云服务方","controls_cost_speed","mkt_car_20","z_speed",-0.00667834015451073,0.0048544696936036,0.175573596748303,-0.0164498808358532,0.00309320052683171,235,47,0.530224297270963
"flag","upstream_cloud","云服务方","controls_cost_speed","mkt_car_20","z_low_ttft",-0.0101127589287668,0.00745685430252064,0.181665111770163,-0.025122628136094,0.00489711027856035,235,47,0.530224297270963
"flag","upstream_cloud","云服务方","controls_sentiment","mkt_car_20","z_intelligence",0.00648049857922455,0.00676472335384851,0.344288955743119,-0.0072261328948203,0.0201871300532694,190,38,0.578969133742409
"flag","upstream_cloud","云服务方","controls_sentiment","mkt_car_20","z_sent_w5",0.00178854133198979,0.00327600430434756,0.588375810239795,-0.00484927389833016,0.00842635656230975,190,38,0.578969133742409
"flag","upstream_cloud","云服务方","controls_sentiment","mkt_car_20","z_intelligence:z_sent_w5",0.00197523512686581,0.00455203439240574,0.666863722543604,-0.00724806265047598,0.0111985329042076,190,38,0.578969133742409
"flag","upstream_cloud","云服务方","no_controls_intelligence","ff3_car_20","z_intelligence",-0.0132264109478036,0.00762658940308081,0.0895714587860963,-0.0285779391920305,0.00212511729642336,235,47,0.0123855887569719
"flag","upstream_cloud","云服务方","controls_intelligence","ff3_car_20","z_intelligence",0.00513090086957482,0.00435119765247642,0.244384624662845,-0.00362760573512352,0.0138894074742732,235,47,0.555472336157968
"flag","upstream_cloud","云服务方","controls_closed_intelligence","ff3_car_20","z_intelligence",0.0120696777542794,0.00442705480890043,0.00993699507168796,0.00308227868793187,0.021057076820627,180,36,0.594995952672961
"flag","upstream_cloud","云服务方","controls_open_interaction","ff3_car_20","z_intelligence",0.0106008854055127,0.00381951212480924,0.00794334777172116,0.00291260625946482,0.0182891645515607,235,47,0.558665039167227
"flag","upstream_cloud","云服务方","controls_open_interaction","ff3_car_20","is_open_weight_or_open_source",-0.00136437387228623,0.0102301807829299,0.894484482075536,-0.021956659746396,0.0192279120018235,235,47,0.558665039167227
"flag","upstream_cloud","云服务方","controls_open_interaction","ff3_car_20","z_intelligence:is_open_weight_or_open_source",-0.0218387155470175,0.00720513669382462,0.00399359469162564,-0.0363419034876299,-0.007335527606405,235,47,0.558665039167227
"flag","upstream_cloud","云服务方","controls_cost_speed","ff3_car_20","z_intelligence",0.00628801588506284,0.00793719163571002,0.432298104093353,-0.00968872222623795,0.0222647539963636,235,47,0.556893419896406
"flag","upstream_cloud","云服务方","controls_cost_speed","ff3_car_20","z_low_price",-0.00151609043591373,0.00289314282357338,0.60277439440384,-0.00733968489252991,0.00430750402070246,235,47,0.556893419896406
"flag","upstream_cloud","云服务方","controls_cost_speed","ff3_car_20","z_speed",-0.00503454502902823,0.00404213612067041,0.219249247526101,-0.0131709430365589,0.00310185297850249,235,47,0.556893419896406
"flag","upstream_cloud","云服务方","controls_cost_speed","ff3_car_20","z_low_ttft",-0.000348711502426686,0.00680219988385371,0.959336710095306,-0.0140408297116061,0.0133434067067527,235,47,0.556893419896406
"flag","upstream_cloud","云服务方","controls_sentiment","ff3_car_20","z_intelligence",0.00170459305433211,0.00456597958711186,0.711037259328566,-0.00754696037141872,0.0109561464800829,190,38,0.614536949566529
"flag","upstream_cloud","云服务方","controls_sentiment","ff3_car_20","z_sent_w5",0.00295418436106402,0.00268324277158957,0.27801849903,-0.00248258191920811,0.00839095064133616,190,38,0.614536949566529
