"ticker","company","creator","r1_upstream_hardware","r1_upstream_hardware_conf","r2_upstream_cloud","r2_upstream_cloud_conf","r3_downstream_integrator","r3_downstream_integrator_conf","r4_downstream_deployer","r4_downstream_deployer_conf","r5_downstream_enabler","r5_downstream_enabler_conf","r6_competitor","r6_competitor_conf","f2_is_owner","f2_is_owner_conf","f1_is_investor","f1_is_investor_conf","justification","coder","coded_at"
"ABNB","Airbnb","Anthropic","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","DeepSeek","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Alibaba","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","xAI","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Meta","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Mistral","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Microsoft","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Kimi","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Z AI","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Amazon","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","MiniMax","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Stability.ai","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Midjourney","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Runway","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Black Forest Labs","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Suno","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Udio","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Kyutai","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Recraft","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","KlingAI","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","Vidu","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","ElevenLabs","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ABNB","Airbnb","ByteDance Seed","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 搜索/客服，核心是住宿平台","A","2026-07-03"
"ADBE","Adobe Inc.","OpenAI","0","","0","","1","H","0","","0","","1","H","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['image', 'video'] 与发布方 OpenAI 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Google","0","","0","","1","H","0","","0","","1","H","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['image', 'video'] 与发布方 Google 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Anthropic","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","DeepSeek","0","","0","","1","H","0","","0","","1","H","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['image'] 与发布方 DeepSeek 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Alibaba","0","","0","","1","H","0","","0","","1","H","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['image', 'video'] 与发布方 Alibaba 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","xAI","0","","0","","1","H","0","","0","","1","M","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['video'] 与发布方 xAI 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Meta","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Mistral","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Microsoft","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Kimi","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Z AI","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Amazon","0","","0","","1","H","0","","0","","1","H","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['image', 'video'] 与发布方 Amazon 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","MiniMax","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Stability.ai","0","","0","","1","H","0","","0","","1","H","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['image'] 与发布方 Stability.ai 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Midjourney","0","","0","","1","H","0","","0","","1","H","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['image'] 与发布方 Midjourney 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Runway","0","","0","","1","H","0","","0","","1","M","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['video'] 与发布方 Runway 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Black Forest Labs","0","","0","","1","H","0","","0","","1","H","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['image'] 与发布方 Black Forest Labs 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Suno","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Udio","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Kyutai","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Recraft","0","","0","","1","H","0","","0","","1","H","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['image'] 与发布方 Recraft 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","KlingAI","0","","0","","1","H","0","","0","","1","M","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['video'] 与发布方 KlingAI 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","Vidu","0","","0","","1","H","0","","0","","1","M","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['video'] 与发布方 Vidu 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","ElevenLabs","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADBE","Adobe Inc.","ByteDance Seed","0","","0","","1","H","0","","0","","1","H","0","","0","","r3_downstream_integrator: Firefly 生成式 AI 是 Creative Cloud 核心差异化（codebook 原表）; r6: 竞争模态 ['image', 'video'] 与发布方 ByteDance Seed 重叠; 备注: Firefly 自研图像/视频基础模型，对媒体发布方构成竞争","A","2026-07-03"
"ADI","Analog Devices","OpenAI","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Google","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Anthropic","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","DeepSeek","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Alibaba","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","xAI","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Meta","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Mistral","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Microsoft","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Kimi","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Z AI","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Amazon","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","MiniMax","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Stability.ai","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Midjourney","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Runway","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Black Forest Labs","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Suno","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Udio","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Kyutai","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Recraft","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","KlingAI","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","Vidu","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","ElevenLabs","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADI","Analog Devices","ByteDance Seed","1","L","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 模拟/电源芯片，数据中心间接暴露","A","2026-07-03"
"ADP","Automatic Data Processing","OpenAI","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Google","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Anthropic","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","DeepSeek","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Alibaba","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","xAI","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Meta","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Mistral","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Microsoft","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Kimi","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Z AI","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Amazon","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","MiniMax","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Stability.ai","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Midjourney","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Runway","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Black Forest Labs","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Suno","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Udio","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Kyutai","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
"ADP","Automatic Data Processing","Recraft","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: ADP Assist GenAI 嵌入 HCM/薪酬服务","A","2026-07-03"
