company_id,creator,upstream_hardware,upstream_cloud,downstream_integrator,downstream_deployer,downstream_enabler,competitor,is_investor,is_owner,confidence,justification
PEGA,xAI,0,0,1,0,0,0,0,0,M,Pegasystems integrates GenAI Blueprint into process automation; xAI LLM advances affect upstream AI capabilities
SHOP,Alibaba,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; Alibaba LLM advances affect upstream AI capabilities
SHOP,Anthropic,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; Anthropic LLM advances affect upstream AI capabilities
SHOP,DeepSeek,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; DeepSeek LLM advances affect upstream AI capabilities
SHOP,Google,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; Google LLM advances affect upstream AI capabilities
SHOP,Kuaishou,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; Kuaishou LLM advances affect upstream AI capabilities
SHOP,Meta,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; Meta LLM advances affect upstream AI capabilities
SHOP,Microsoft,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; Microsoft LLM advances affect upstream AI capabilities
SHOP,Mistral AI,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; Mistral AI LLM advances affect upstream AI capabilities
SHOP,OpenAI,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; OpenAI LLM advances affect upstream AI capabilities
SHOP,Runway,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; Runway LLM advances affect upstream AI capabilities
SHOP,ShengShu Technology,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; ShengShu Technology LLM advances affect upstream AI capabilities
SHOP,Stability AI,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; Stability AI LLM advances affect upstream AI capabilities
SHOP,Zhipu AI,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; Zhipu AI LLM advances affect upstream AI capabilities
SHOP,xAI,0,0,1,0,0,0,0,0,M,Shopify integrates Shopify Magic AI features into e-commerce platform; xAI LLM advances affect upstream AI capabilities
TDC,Alibaba,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; Alibaba LLM advances affect upstream AI capabilities
TDC,Anthropic,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; Anthropic LLM advances affect upstream AI capabilities
TDC,DeepSeek,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; DeepSeek LLM advances affect upstream AI capabilities
TDC,Google,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; Google LLM advances affect upstream AI capabilities
TDC,Kuaishou,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; Kuaishou LLM advances affect upstream AI capabilities
TDC,Meta,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; Meta LLM advances affect upstream AI capabilities
TDC,Microsoft,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; Microsoft LLM advances affect upstream AI capabilities
TDC,Mistral AI,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; Mistral AI LLM advances affect upstream AI capabilities
TDC,OpenAI,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; OpenAI LLM advances affect upstream AI capabilities
TDC,Runway,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; Runway LLM advances affect upstream AI capabilities
TDC,ShengShu Technology,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; ShengShu Technology LLM advances affect upstream AI capabilities
TDC,Stability AI,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; Stability AI LLM advances affect upstream AI capabilities
TDC,Zhipu AI,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; Zhipu AI LLM advances affect upstream AI capabilities
TDC,xAI,0,0,1,0,0,0,0,0,M,Teradata integrates ClearScape AI/ML into analytics platform; xAI LLM advances affect upstream AI capabilities
TEMN SW,Alibaba,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; Alibaba LLM advances affect upstream AI capabilities
TEMN SW,Anthropic,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; Anthropic LLM advances affect upstream AI capabilities
TEMN SW,DeepSeek,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; DeepSeek LLM advances affect upstream AI capabilities
TEMN SW,Google,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; Google LLM advances affect upstream AI capabilities
TEMN SW,Kuaishou,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; Kuaishou LLM advances affect upstream AI capabilities
TEMN SW,Meta,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; Meta LLM advances affect upstream AI capabilities
TEMN SW,Microsoft,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; Microsoft LLM advances affect upstream AI capabilities
TEMN SW,Mistral AI,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; Mistral AI LLM advances affect upstream AI capabilities
TEMN SW,OpenAI,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; OpenAI LLM advances affect upstream AI capabilities
TEMN SW,Runway,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; Runway LLM advances affect upstream AI capabilities
TEMN SW,ShengShu Technology,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; ShengShu Technology LLM advances affect upstream AI capabilities
TEMN SW,Stability AI,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; Stability AI LLM advances affect upstream AI capabilities
TEMN SW,Zhipu AI,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; Zhipu AI LLM advances affect upstream AI capabilities
TEMN SW,xAI,0,0,1,0,0,0,0,0,M,Temenos integrates GenAI features into banking software; xAI LLM advances affect upstream AI capabilities
TTD,Alibaba,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; Alibaba LLM advances affect upstream AI capabilities
TTD,Anthropic,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; Anthropic LLM advances affect upstream AI capabilities
TTD,DeepSeek,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; DeepSeek LLM advances affect upstream AI capabilities
TTD,Google,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; Google LLM advances affect upstream AI capabilities
TTD,Kuaishou,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; Kuaishou LLM advances affect upstream AI capabilities
TTD,Meta,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; Meta LLM advances affect upstream AI capabilities
TTD,Microsoft,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; Microsoft LLM advances affect upstream AI capabilities
TTD,Mistral AI,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; Mistral AI LLM advances affect upstream AI capabilities
TTD,OpenAI,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; OpenAI LLM advances affect upstream AI capabilities
TTD,Runway,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; Runway LLM advances affect upstream AI capabilities
TTD,ShengShu Technology,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; ShengShu Technology LLM advances affect upstream AI capabilities
TTD,Stability AI,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; Stability AI LLM advances affect upstream AI capabilities
TTD,Zhipu AI,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; Zhipu AI LLM advances affect upstream AI capabilities
TTD,xAI,0,0,1,0,0,0,0,0,M,The Trade Desk integrates Kokai AI bidding into programmatic ads platform; xAI LLM advances affect upstream AI capabilities
TWLO,Alibaba,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; Alibaba LLM advances affect upstream AI capabilities
TWLO,Anthropic,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; Anthropic LLM advances affect upstream AI capabilities
TWLO,DeepSeek,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; DeepSeek LLM advances affect upstream AI capabilities
TWLO,Google,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; Google LLM advances affect upstream AI capabilities
TWLO,Kuaishou,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; Kuaishou LLM advances affect upstream AI capabilities
TWLO,Meta,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; Meta LLM advances affect upstream AI capabilities
TWLO,Microsoft,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; Microsoft LLM advances affect upstream AI capabilities
TWLO,Mistral AI,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; Mistral AI LLM advances affect upstream AI capabilities
TWLO,OpenAI,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; OpenAI LLM advances affect upstream AI capabilities
TWLO,Runway,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; Runway LLM advances affect upstream AI capabilities
TWLO,ShengShu Technology,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; ShengShu Technology LLM advances affect upstream AI capabilities
TWLO,Stability AI,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; Stability AI LLM advances affect upstream AI capabilities
TWLO,Zhipu AI,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; Zhipu AI LLM advances affect upstream AI capabilities
TWLO,xAI,0,0,1,0,0,0,0,0,M,Twilio integrates CustomerAI and LLM-powered features into communications APIs; xAI LLM advances affect upstream AI capabilities
WDAY,Alibaba,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; Alibaba LLM advances affect upstream AI capabilities
WDAY,Anthropic,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; Anthropic LLM advances affect upstream AI capabilities
WDAY,DeepSeek,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; DeepSeek LLM advances affect upstream AI capabilities
WDAY,Google,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; Google LLM advances affect upstream AI capabilities
WDAY,Kuaishou,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; Kuaishou LLM advances affect upstream AI capabilities
WDAY,Meta,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; Meta LLM advances affect upstream AI capabilities
WDAY,Microsoft,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; Microsoft LLM advances affect upstream AI capabilities
WDAY,Mistral AI,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; Mistral AI LLM advances affect upstream AI capabilities
WDAY,OpenAI,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; OpenAI LLM advances affect upstream AI capabilities
WDAY,Runway,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; Runway LLM advances affect upstream AI capabilities
WDAY,ShengShu Technology,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; ShengShu Technology LLM advances affect upstream AI capabilities
WDAY,Stability AI,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; Stability AI LLM advances affect upstream AI capabilities
WDAY,Zhipu AI,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; Zhipu AI LLM advances affect upstream AI capabilities
WDAY,xAI,0,0,1,0,0,0,0,0,M,Workday embeds AI features into HCM/Finance software; xAI LLM advances affect upstream AI capabilities
WIX,Alibaba,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; Alibaba LLM advances affect upstream AI capabilities
WIX,Anthropic,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; Anthropic LLM advances affect upstream AI capabilities
WIX,DeepSeek,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; DeepSeek LLM advances affect upstream AI capabilities
WIX,Google,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; Google LLM advances affect upstream AI capabilities
WIX,Kuaishou,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; Kuaishou LLM advances affect upstream AI capabilities
WIX,Meta,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; Meta LLM advances affect upstream AI capabilities
WIX,Microsoft,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; Microsoft LLM advances affect upstream AI capabilities
WIX,Mistral AI,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; Mistral AI LLM advances affect upstream AI capabilities
WIX,OpenAI,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; OpenAI LLM advances affect upstream AI capabilities
WIX,Runway,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; Runway LLM advances affect upstream AI capabilities
WIX,ShengShu Technology,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; ShengShu Technology LLM advances affect upstream AI capabilities
WIX,Stability AI,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; Stability AI LLM advances affect upstream AI capabilities
WIX,Zhipu AI,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; Zhipu AI LLM advances affect upstream AI capabilities
WIX,xAI,0,0,1,0,0,0,0,0,M,Wix integrates AI website builder and content generation into platform; xAI LLM advances affect upstream AI capabilities
WKL NA,Alibaba,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; Alibaba LLM advances affect upstream AI capabilities
WKL NA,Anthropic,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; Anthropic LLM advances affect upstream AI capabilities
WKL NA,DeepSeek,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; DeepSeek LLM advances affect upstream AI capabilities
WKL NA,Google,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; Google LLM advances affect upstream AI capabilities
WKL NA,Kuaishou,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; Kuaishou LLM advances affect upstream AI capabilities
WKL NA,Meta,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; Meta LLM advances affect upstream AI capabilities
WKL NA,Microsoft,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; Microsoft LLM advances affect upstream AI capabilities
WKL NA,Mistral AI,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; Mistral AI LLM advances affect upstream AI capabilities
WKL NA,OpenAI,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; OpenAI LLM advances affect upstream AI capabilities
WKL NA,Runway,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; Runway LLM advances affect upstream AI capabilities
WKL NA,ShengShu Technology,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; ShengShu Technology LLM advances affect upstream AI capabilities
WKL NA,Stability AI,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; Stability AI LLM advances affect upstream AI capabilities
WKL NA,Zhipu AI,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; Zhipu AI LLM advances affect upstream AI capabilities
WKL NA,xAI,0,0,1,0,0,0,0,0,M,Wolters Kluwer integrates AI-powered tools into legal/health/tax professional services; xAI LLM advances affect upstream AI capabilities
ZS,Alibaba,0,0,1,0,0,0,0,0,M,Zscaler integrates AI-powered features into zero trust security platform; Alibaba LLM advances affect upstream AI capabilities
ZS,Anthropic,0,0,1,0,0,0,0,0,M,Zscaler integrates AI-powered features into zero trust security platform; Anthropic LLM advances affect upstream AI capabilities
ZS,DeepSeek,0,0,1,0,0,0,0,0,M,Zscaler integrates AI-powered features into zero trust security platform; DeepSeek LLM advances affect upstream AI capabilities
ZS,Google,0,0,1,0,0,0,0,0,M,Zscaler integrates AI-powered features into zero trust security platform; Google LLM advances affect upstream AI capabilities
ZS,Kuaishou,0,0,1,0,0,0,0,0,M,Zscaler integrates AI-powered features into zero trust security platform; Kuaishou LLM advances affect upstream AI capabilities
ZS,Meta,0,0,1,0,0,0,0,0,M,Zscaler integrates AI-powered features into zero trust security platform; Meta LLM advances affect upstream AI capabilities
ZS,Microsoft,0,0,1,0,0,0,0,0,M,Zscaler integrates AI-powered features into zero trust security platform; Microsoft LLM advances affect upstream AI capabilities
