"selection","draw","method","term","coef","se","p","stars","observations","events","unique_event_dates","first_event_date","last_event_date"
"random_maximum_set",5,"event_x_firm_HC1","rel_upstream_hardware",0.043216726509068,0.0206052862350247,0.0451141254296838,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",5,"event_CR2","rel_downstream_deployer",0.00350514751006903,0.0219110390651749,0.874095255694881,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",5,"firm_CR2","rel_downstream_deployer",0.00350514751006902,0.0151746487831524,0.827815230587638,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",5,"event_x_firm_HC1","rel_downstream_deployer",0.00350514751006871,0.018269367938641,0.84923707130888,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",5,"event_CR2","rel_competitor",0.0303392723465867,0.0180311176254931,0.104623778057418,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",5,"firm_CR2","rel_competitor",0.0303392723465865,0.0150346035442649,0.100339544341998,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",5,"event_x_firm_HC1","rel_competitor",0.0303392723465859,0.015591972175832,0.0617762785397896,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",6,"event_CR2","rel_upstream_hardware",0.0537671912449605,0.024070269515112,0.0340046636441911,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",6,"firm_CR2","rel_upstream_hardware",0.0537671912449606,0.0159030784503686,0.0212158869342773,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",6,"event_x_firm_HC1","rel_upstream_hardware",0.0537671912449596,0.0221585302007344,0.0219370593895804,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",6,"event_CR2","rel_downstream_deployer",0.0151841901433976,0.0230359235683998,0.515387141948839,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",6,"firm_CR2","rel_downstream_deployer",0.0151841901433977,0.0136929904731434,0.324593161569848,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",6,"event_x_firm_HC1","rel_downstream_deployer",0.0151841901433974,0.0172506189740287,0.386237522296968,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",6,"event_CR2","rel_competitor",0.0506643404696621,0.0203414620189004,0.0195230349909568,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",6,"firm_CR2","rel_competitor",0.0506643404696619,0.0188809421735119,0.0450683828275995,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",6,"event_x_firm_HC1","rel_competitor",0.0506643404696602,0.0206033927093761,0.0203733673981185,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",7,"event_CR2","rel_upstream_hardware",0.0372336711723159,0.0245906636068783,0.141651164766472,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",7,"firm_CR2","rel_upstream_hardware",0.0372336711723158,0.0124363576178695,0.0326163939994607,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",7,"event_x_firm_HC1","rel_upstream_hardware",0.0372336711723152,0.021775473528544,0.0983474824659751,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",7,"event_CR2","rel_downstream_deployer",0.00391215491825533,0.0215478361444676,0.857287688667568,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",7,"firm_CR2","rel_downstream_deployer",0.00391215491825543,0.0109116881776078,0.73675499237702,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",7,"event_x_firm_HC1","rel_downstream_deployer",0.00391215491825493,0.0154638574826759,0.80212644162601,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",7,"event_CR2","rel_competitor",0.0365610924095152,0.0210837373963503,0.0949147715881342,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",7,"firm_CR2","rel_competitor",0.0365610924095152,0.0168126158220149,0.082305604934125,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",7,"event_x_firm_HC1","rel_competitor",0.036561092409514,0.0202856045439747,0.0822711492567378,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",8,"event_CR2","rel_upstream_hardware",0.0320188759968122,0.0258422395930733,0.226043314352997,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",8,"firm_CR2","rel_upstream_hardware",0.0320188759968122,0.010718565604,0.0328048670949811,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",8,"event_x_firm_HC1","rel_upstream_hardware",0.0320188759968119,0.021604851309026,0.149502214435988,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",8,"event_CR2","rel_downstream_deployer",0.00453854999377568,0.0231661111912776,0.846146903353443,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",8,"firm_CR2","rel_downstream_deployer",0.00453854999377563,0.0117475904896223,0.717317383205924,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",8,"event_x_firm_HC1","rel_downstream_deployer",0.00453854999377544,0.0166809589821669,0.787557037719476,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",8,"event_CR2","rel_competitor",0.0293871148138751,0.0212876522512986,0.179312279557478,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",8,"firm_CR2","rel_competitor",0.0293871148138752,0.0204075887783898,0.2118481645871,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",8,"event_x_firm_HC1","rel_competitor",0.0293871148138748,0.0213516822680546,0.179625382774502,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",9,"event_CR2","rel_upstream_hardware",0.0374241428574084,0.0200511836367294,0.0729164061225368,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",9,"firm_CR2","rel_upstream_hardware",0.0374241428574084,0.0173172625690068,0.086072446403608,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",9,"event_x_firm_HC1","rel_upstream_hardware",0.0374241428574079,0.018259459490862,0.0498781342001548,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",9,"event_CR2","rel_downstream_deployer",0.0104692752162582,0.0199808591835355,0.604583628906716,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",9,"firm_CR2","rel_downstream_deployer",0.0104692752162582,0.0165149119714134,0.55785262530749,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",9,"event_x_firm_HC1","rel_downstream_deployer",0.0104692752162578,0.0184914813712558,0.57579003937106,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",9,"event_CR2","rel_competitor",0.0334453189777961,0.0154123002295337,0.039531353147832,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",9,"firm_CR2","rel_competitor",0.0334453189777959,0.0141532445063786,0.0655087538023198,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",9,"event_x_firm_HC1","rel_competitor",0.0334453189777953,0.0132649236455047,0.0176625696253083,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",10,"event_CR2","rel_upstream_hardware",0.052072378569184,0.0224537783066485,0.0282240618927722,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",10,"firm_CR2","rel_upstream_hardware",0.0520723785691841,0.0181504526690787,0.0375758143980102,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",10,"event_x_firm_HC1","rel_upstream_hardware",0.0520723785691834,0.0211202234025606,0.0200739708522367,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",10,"event_CR2","rel_downstream_deployer",0.0110521438865956,0.0205726534472436,0.59551584224671,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",10,"firm_CR2","rel_downstream_deployer",0.0110521438865957,0.0150549342454202,0.500813732368635,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",10,"event_x_firm_HC1","rel_downstream_deployer",0.011052143886595,0.0166836467603154,0.513096831926301,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",10,"event_CR2","rel_competitor",0.0467024056547536,0.0184595601096837,0.0179178374143282,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",10,"firm_CR2","rel_competitor",0.0467024056547539,0.0136360440057409,0.0188318102262018,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",10,"event_x_firm_HC1","rel_competitor",0.0467024056547536,0.0163082448091288,0.00784669527894367,"***",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",11,"event_CR2","rel_upstream_hardware",0.0450108622901166,0.0227823288695368,0.0585228720627721,"*",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",11,"firm_CR2","rel_upstream_hardware",0.0450108622901167,0.0142549500368193,0.0265669721575801,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",11,"event_x_firm_HC1","rel_upstream_hardware",0.045010862290116,0.0215851185862734,0.0462794724110182,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",11,"event_CR2","rel_downstream_deployer",0.0120720921739347,0.0215250614455378,0.57953515632969,"",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",11,"firm_CR2","rel_downstream_deployer",0.0120720921739347,0.0119847329319129,0.366097622031352,"",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",11,"event_x_firm_HC1","rel_downstream_deployer",0.0120720921739345,0.0181212766055736,0.510745871900524,"",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",11,"event_CR2","rel_competitor",0.0423991626678035,0.0185868976235439,0.0310062892347069,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",11,"firm_CR2","rel_competitor",0.0423991626678036,0.0144932072463435,0.0350215549256932,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",11,"event_x_firm_HC1","rel_competitor",0.042399162667802,0.0174785154119576,0.0219714076280812,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",12,"event_CR2","rel_upstream_hardware",0.0505199930131256,0.0220160376701761,0.0297835392875019,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",12,"firm_CR2","rel_upstream_hardware",0.0505199930131256,0.0184327631118411,0.0430891647992466,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",12,"event_x_firm_HC1","rel_upstream_hardware",0.0505199930131249,0.0210647930434986,0.023378010573568,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",12,"event_CR2","rel_downstream_deployer",0.0162833163787062,0.0217454325822448,0.460447819542103,"",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",12,"firm_CR2","rel_downstream_deployer",0.0162833163787062,0.0159162335058997,0.359906269733069,"",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",12,"event_x_firm_HC1","rel_downstream_deployer",0.0162833163787059,0.0197363527020632,0.416321754123137,"",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",12,"event_CR2","rel_competitor",0.0378997522435761,0.0184092965749578,0.0497743885798713,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",12,"firm_CR2","rel_competitor",0.037899752243576,0.0203782073182675,0.122930309726309,"",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",12,"event_x_firm_HC1","rel_competitor",0.0378997522435743,0.0199316824780037,0.0675748780864166,"*",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",13,"event_CR2","rel_upstream_hardware",0.037647011563591,0.0250276333774269,0.14415709759087,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",13,"firm_CR2","rel_upstream_hardware",0.0376470115635911,0.011768474310684,0.0259158117732264,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",13,"event_x_firm_HC1","rel_upstream_hardware",0.0376470115635903,0.0211250624901871,0.0855815808410673,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",13,"event_CR2","rel_downstream_deployer",0.0100452423793782,0.0230512317961185,0.666464352577284,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",13,"firm_CR2","rel_downstream_deployer",0.0100452423793783,0.0102980308010763,0.380623095385904,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",13,"event_x_firm_HC1","rel_downstream_deployer",0.010045242379378,0.0154705363697577,0.521426353061933,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",13,"event_CR2","rel_competitor",0.0361139881740534,0.021199240463764,0.100543858534877,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",13,"firm_CR2","rel_competitor",0.0361139881740536,0.0176732686787443,0.0975124365793393,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",13,"event_x_firm_HC1","rel_competitor",0.0361139881740521,0.0199844331045209,0.0815031634101466,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",14,"event_CR2","rel_upstream_hardware",0.0514884548382205,0.0232950792285191,0.035769315684876,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",14,"firm_CR2","rel_upstream_hardware",0.0514884548382204,0.0142691743010557,0.0166405539194119,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",14,"event_x_firm_HC1","rel_upstream_hardware",0.0514884548382198,0.0205221095984031,0.0181743624522287,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",14,"event_CR2","rel_downstream_deployer",0.0198683834736046,0.0217297736103538,0.368639650382653,"",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",14,"firm_CR2","rel_downstream_deployer",0.0198683834736046,0.0119016931400038,0.165146616657109,"",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",14,"event_x_firm_HC1","rel_downstream_deployer",0.0198683834736043,0.0180424532275842,0.280185542802483,"",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",14,"event_CR2","rel_competitor",0.0457132280078282,0.01987580778928,0.0299205198316256,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",14,"firm_CR2","rel_competitor",0.045713228007828,0.0146290109587107,0.0253192808806787,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",14,"event_x_firm_HC1","rel_competitor",0.0457132280078266,0.0169882295161716,0.0118828968042849,"**",1240,29,29,"2022-04-06","2026-03-05"
"random_maximum_set",15,"event_CR2","rel_upstream_hardware",0.0574670612431341,0.0237739806647475,0.0226808319327035,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",15,"firm_CR2","rel_upstream_hardware",0.0574670612431341,0.017540167776332,0.0236286783836006,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",15,"event_x_firm_HC1","rel_upstream_hardware",0.0574670612431337,0.0205291754786677,0.0091708750347358,"***",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",15,"event_CR2","rel_downstream_deployer",0.0112057025825711,0.0221728251532684,0.617394548417634,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",15,"firm_CR2","rel_downstream_deployer",0.0112057025825709,0.014701601595771,0.485008284677459,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",15,"event_x_firm_HC1","rel_downstream_deployer",0.0112057025825711,0.0167871958305393,0.509907974510567,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",15,"event_CR2","rel_competitor",0.0535702914459412,0.0201221042959598,0.0131598572167136,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",15,"firm_CR2","rel_competitor",0.0535702914459409,0.0163256250928316,0.0233965576871724,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",15,"event_x_firm_HC1","rel_competitor",0.0535702914459396,0.0189210475694338,0.00848970692652719,"***",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",16,"event_CR2","rel_upstream_hardware",0.0478235694440954,0.021325285464871,0.0333613719625647,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",16,"firm_CR2","rel_upstream_hardware",0.0478235694440954,0.0180609336903038,0.0480459570545129,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",16,"event_x_firm_HC1","rel_upstream_hardware",0.0478235694440953,0.0200627080619899,0.0241591214413496,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",16,"event_CR2","rel_downstream_deployer",0.0108456594954896,0.0198407231863055,0.589121507297999,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",16,"firm_CR2","rel_downstream_deployer",0.0108456594954896,0.0176510869390319,0.569996024558421,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",16,"event_x_firm_HC1","rel_downstream_deployer",0.0108456594954892,0.0196076387536613,0.58456120768998,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",16,"event_CR2","rel_competitor",0.0415209974178643,0.0160001316010177,0.0154435871503714,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",16,"firm_CR2","rel_competitor",0.0415209974178644,0.0148359441658916,0.0378846132199626,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",16,"event_x_firm_HC1","rel_competitor",0.0415209974178643,0.0140524678435189,0.00628141476798572,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",17,"event_CR2","rel_upstream_hardware",0.0420702328755495,0.0237038055394751,0.0872544347762774,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",17,"firm_CR2","rel_upstream_hardware",0.0420702328755496,0.00768819035739149,0.00325802856574774,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",17,"event_x_firm_HC1","rel_upstream_hardware",0.042070232875549,0.0188143642007622,0.0334967047663034,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",17,"event_CR2","rel_downstream_deployer",0.0067764694961273,0.0212475442314701,0.752236120809891,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",17,"firm_CR2","rel_downstream_deployer",0.00677646949612718,0.00974585676243086,0.522326088956137,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",17,"event_x_firm_HC1","rel_downstream_deployer",0.00677646949612702,0.0159172778297915,0.67355895747344,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",17,"event_CR2","rel_competitor",0.0433577199086449,0.0190320461408742,0.0313603167777852,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",17,"firm_CR2","rel_competitor",0.0433577199086445,0.0117950704034693,0.014759024578399,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",17,"event_x_firm_HC1","rel_competitor",0.0433577199086436,0.0148421982634004,0.00681921807021719,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",18,"event_CR2","rel_upstream_hardware",0.0628377289142389,0.0239228307707387,0.0140520158621527,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",18,"firm_CR2","rel_upstream_hardware",0.0628377289142389,0.0159979195054996,0.0121649724790797,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",18,"event_x_firm_HC1","rel_upstream_hardware",0.0628377289142391,0.021930559613622,0.00781671623736409,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",18,"event_CR2","rel_downstream_deployer",0.0221021533524159,0.0224720524398603,0.33407851057009,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",18,"firm_CR2","rel_downstream_deployer",0.0221021533524158,0.013474530437296,0.171040701828847,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",18,"event_x_firm_HC1","rel_downstream_deployer",0.0221021533524158,0.0182832971131226,0.236821994896213,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",18,"event_CR2","rel_competitor",0.056627259835475,0.020889487944537,0.0118374641443433,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",18,"firm_CR2","rel_competitor",0.056627259835475,0.0172568397219346,0.0218764245163726,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",18,"event_x_firm_HC1","rel_competitor",0.0566272598354755,0.0199206151909604,0.00825868960966504,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",19,"event_CR2","rel_upstream_hardware",0.0287962630514936,0.0224308093673128,0.210165630648267,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",19,"firm_CR2","rel_upstream_hardware",0.0287962630514935,0.0108264436019802,0.0471687821063833,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",19,"event_x_firm_HC1","rel_upstream_hardware",0.028796263051493,0.0182300388858423,0.125429393520297,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",19,"event_CR2","rel_downstream_deployer",0.00554847396097362,0.0209202032239273,0.792855172241416,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",19,"firm_CR2","rel_downstream_deployer",0.00554847396097354,0.015724786006421,0.740672127648981,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",19,"event_x_firm_HC1","rel_downstream_deployer",0.00554847396097315,0.0187997867675161,0.770068215547439,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",19,"event_CR2","rel_competitor",0.0190528977595036,0.0158529875110326,0.240549227978358,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",19,"firm_CR2","rel_competitor",0.0190528977595031,0.0138768348442236,0.229617467529245,"",1240,29,29,"2022-04-06","2026-03-26"
