"relation","year","sample","outcome","coef","se","p","n","n_events","year_events","treated","treated_tickers","q_relation"
"platform_bigtech","2024","main","car_mm_spy_0_10",0.0107167154563788,0.00500502264170481,0.0342311847008511,12112,124,45,299,8,0.218554621048209
"platform_bigtech","2025","main","car_mm_spy_0_10",0.00150213768209255,0.00488222812551228,0.75885030378548,12112,124,59,448,10,0.890371078370898
"platform_bigtech","2026","main","car_mm_spy_0_10",-0.0105769707616788,0.0131357450476004,0.4222550490395,12112,124,9,78,10,0.63338257355925
"rel_upstream_hardware","2022","main","car_mm_spy_0_15",0.0352001013810676,0.0266724851737152,0.189380963297263,12112,124,3,45,20,0.27011068783615
"rel_upstream_hardware","2023","main","car_mm_spy_0_15",0.0162771998694072,0.0172778042289084,0.347994607992204,12112,124,8,160,20,0.408983353722797
"rel_upstream_hardware","2024","main","car_mm_spy_0_15",-0.0109575276784758,0.00944774761710963,0.248375346087873,12112,124,45,956,22,0.325457350046178
"rel_upstream_hardware","2025","main","car_mm_spy_0_15",0.0229311585100417,0.00556712935136822,6.92941326628514e-05,12112,124,59,1320,23,0.000493720695222816
"rel_upstream_hardware","2026","main","car_mm_spy_0_15",0.04860760553461,0.0187381707777523,0.0106369799483864,12112,124,9,207,23,0.0319109398451593
"upstream_any","2022","main","car_mm_spy_0_15",0.0168445289772197,0.0127162237393944,0.187743572429927,12112,124,3,53,24,0.277958016324826
"upstream_any","2023","main","car_mm_spy_0_15",0.0235073508074257,0.0153930851746147,0.129294390230182,12112,124,8,192,24,0.20759944346818
"upstream_any","2024","main","car_mm_spy_0_15",-0.00694557802383108,0.00890162966032744,0.436737295646829,12112,124,45,1136,26,0.508041343915699
"upstream_any","2025","main","car_mm_spy_0_15",0.0214012311757486,0.0058114605668746,0.000344237279327626,12112,124,59,1608,29,0.00218139918319888
"upstream_any","2026","main","car_mm_spy_0_15",0.0374024520847745,0.0175177180023183,0.0347342920310685,12112,124,9,261,29,0.0747114960668266
"strategic_any","2022","main","car_mm_spy_0_15",0.0132907945705228,0.00594780172498639,0.0272510928823959,12112,124,3,59,27,0.0621324917718626
"strategic_any","2023","main","car_mm_spy_0_15",0.0242070331184144,0.0152812083788622,0.115737716156494,12112,124,8,214,27,0.185832389321695
"strategic_any","2024","main","car_mm_spy_0_15",-0.00519114039606123,0.00842441465078182,0.538899986407348,12112,124,45,1249,29,0.602299984808213
"strategic_any","2025","main","car_mm_spy_0_15",0.0208038159035497,0.00539425218703795,0.000184311808907738,12112,124,59,1753,32,0.000913545487629659
"strategic_any","2026","main","car_mm_spy_0_15",0.0339456560627498,0.0171569286413968,0.0501025801244313,12112,124,9,282,32,0.100205160248863
"downstream_any","2022","main","car_mm_spy_0_15",-0.0370282878099267,0.0180430589006615,0.0422703339122338,12112,124,3,86,39,0.0719607194847022
"downstream_any","2023","main","car_mm_spy_0_15",-0.0207789835776462,0.00670325204843444,0.00240063681109293,12112,124,8,317,40,0.00550733306971276
"downstream_any","2024","main","car_mm_spy_0_15",0.0097712279711819,0.00632836995288361,0.125148712308364,12112,124,45,1798,40,0.173987234184799
"downstream_any","2025","main","car_mm_spy_0_15",-0.0138998792873853,0.00400447850295613,0.000715723218953495,12112,124,59,2359,40,0.00248351842871682
"downstream_any","2026","main","car_mm_spy_0_15",-0.0348307696582931,0.0201548622656851,0.0864696400025456,12112,124,9,360,40,0.132445907193145
"rel_downstream_deployer","2022","main","car_mm_spy_0_15",-0.0256972729661041,0.00468315961993357,2.22678125835168e-07,12112,124,3,48,23,3.03629279431338e-06
"rel_downstream_deployer","2023","main","car_mm_spy_0_15",-0.0181187470303326,0.00653602653617182,0.00643547135807217,12112,124,8,189,24,0.0183410933705057
"rel_downstream_deployer","2024","main","car_mm_spy_0_15",0.00265259206765162,0.00337986861663145,0.434067483011324,12112,124,45,1080,24,0.520880979613589
"rel_downstream_deployer","2025","main","car_mm_spy_0_15",-0.00737096540811589,0.00306257999754056,0.0175805868993194,12112,124,59,1416,24,0.0392977824808317
"rel_downstream_deployer","2026","main","car_mm_spy_0_15",-0.0206031001513343,0.00484392762399054,4.12992191411877e-05,12112,124,9,216,24,0.000294256936380962
"rel_downstream_integrator","2022","main","car_mm_spy_0_15",-0.0302388155940723,0.0243728625488167,0.217086881778982,12112,124,3,38,16,0.366717942805494
"rel_downstream_integrator","2023","main","car_mm_spy_0_15",-0.0123164130313318,0.0146571758691881,0.402371114362412,12112,124,8,128,16,0.525760823014887
"rel_downstream_integrator","2024","main","car_mm_spy_0_15",0.0132752621680177,0.00798373956386583,0.0989011989803277,12112,124,45,718,16,0.277457013049369
"rel_downstream_integrator","2025","main","car_mm_spy_0_15",-0.0150243873689849,0.00519516686590414,0.00452807725570903,12112,124,59,943,16,0.0198538771981088
"rel_downstream_integrator","2026","main","car_mm_spy_0_15",-0.0343478410737063,0.0327672127768298,0.296584305540752,12112,124,9,144,16,0.427982415590453
"rel_competitor","2022","main","car_mm_spy_0_15",-0.0544551146617614,0.0569397595906683,0.34076448361981,12112,124,3,14,7,0.373530299352484
"rel_competitor","2023","main","car_mm_spy_0_15",0.0300301270316503,0.0134691317192434,0.0275920441571803,12112,124,8,49,7,0.179103334539915
"rel_competitor","2024","main","car_mm_spy_0_15",0.0107041098204452,0.00586898615975042,0.0706035104525435,12112,124,45,270,7,0.179879828348888
"rel_competitor","2025","main","car_mm_spy_0_15",0.0069077855864595,0.00527330379395654,0.192652635716381,12112,124,59,358,7,0.26526281457067
"rel_competitor","2026","main","car_mm_spy_0_15",-0.0350484554521138,0.0168197747675779,0.039251909491746,12112,124,9,55,7,0.179103334539915
"platform_bigtech","2022","main","car_mm_spy_0_15",-0.0630180651346338,0.0538855521666953,0.244471644661954,12112,124,3,15,8,0.422269204416102
"platform_bigtech","2023","main","car_mm_spy_0_15",0.0305819494909587,0.0136556025887699,0.0269189496496391,12112,124,8,56,8,0.218554621048209
"platform_bigtech","2024","main","car_mm_spy_0_15",0.0103789339815842,0.00566230762780698,0.0692228217474157,12112,124,45,299,8,0.292274136266866
"platform_bigtech","2025","main","car_mm_spy_0_15",0.00106817959678953,0.00553057062950493,0.84716715678227,12112,124,59,448,10,0.919722525090134
"platform_bigtech","2026","main","car_mm_spy_0_15",-0.0197724811588072,0.0157302514184035,0.211145556425626,12112,124,9,78,10,0.382072911627322
"rel_upstream_hardware","2022","main","car_mm_spy_0_20",0.059558536243384,0.019380595392205,0.0026093844450283,12112,124,3,45,20,0.00901423717373412
"rel_upstream_hardware","2023","main","car_mm_spy_0_20",0.019497351162007,0.0152399012660559,0.203177737974485,12112,124,8,160,20,0.275741215822515
"rel_upstream_hardware","2024","main","car_mm_spy_0_20",-0.0125043043807859,0.0116954836979232,0.28709279430756,12112,124,45,956,22,0.359654709352328
"rel_upstream_hardware","2025","main","car_mm_spy_0_20",0.0299167790204795,0.00678619199731483,2.24214620700581e-05,12112,124,59,1320,23,0.000255604667598662
"rel_upstream_hardware","2026","main","car_mm_spy_0_20",0.0546825393982913,0.0268142592435213,0.0435616757491442,12112,124,9,207,23,0.0946158386663772
"upstream_any","2022","main","car_mm_spy_0_20",0.0370088812342343,0.0100068643098812,0.00032557604663109,12112,124,3,53,24,0.00218139918319888
"upstream_any","2023","main","car_mm_spy_0_20",0.0269549741961905,0.0130212183455148,0.0405376702227357,12112,124,8,192,24,0.0840235346434885
"upstream_any","2024","main","car_mm_spy_0_20",-0.00772966830881541,0.0110611741279136,0.485989495316919,12112,124,45,1136,26,0.548542598674542
"upstream_any","2025","main","car_mm_spy_0_20",0.0275512392855526,0.00686827475707492,0.000104062734707596,12112,124,59,1608,29,0.00107012964012769
"upstream_any","2026","main","car_mm_spy_0_20",0.0465182160758373,0.0273714893268537,0.0917501290649508,12112,124,9,261,29,0.163429917396944
"strategic_any","2022","main","car_mm_spy_0_20",0.033859869878041,0.00363669536459582,6.24539893135359e-16,12112,124,3,59,27,8.89969347717887e-15
"strategic_any","2023","main","car_mm_spy_0_20",0.0262020924497083,0.0130144305216805,0.0462647762994406,12112,124,8,214,27,0.0941818660381469
"strategic_any","2024","main","car_mm_spy_0_20",-0.0063004501984576,0.0104903671382686,0.5492155879155,12112,124,45,1249,29,0.60617243232933
"strategic_any","2025","main","car_mm_spy_0_20",0.0275508465757975,0.00638659310676358,3.2602194862822e-05,12112,124,59,1753,32,0.000232290638397606
"strategic_any","2026","main","car_mm_spy_0_20",0.0441832848939023,0.0266848682819774,0.100323035675571,12112,124,9,282,32,0.17143420058421
"downstream_any","2022","main","car_mm_spy_0_20",-0.0474290785165478,0.0101734255390167,8.01499991587927e-06,12112,124,3,86,39,5.7748067418318e-05
"downstream_any","2023","main","car_mm_spy_0_20",-0.0265743145149844,0.00583086838618333,1.23024444578568e-05,12112,124,8,317,40,8.2498745187981e-05
"downstream_any","2024","main","car_mm_spy_0_20",0.00981089534880329,0.00712645084100687,0.171109652337857,12112,124,45,1798,40,0.216738892961285
"downstream_any","2025","main","car_mm_spy_0_20",-0.0159177308731868,0.00468644963336899,0.000919661324040884,12112,124,59,2359,40,0.0030471839053311
"downstream_any","2026","main","car_mm_spy_0_20",-0.0317097188566019,0.025935773723614,0.223809009768951,12112,124,9,360,40,0.263033269212994
"rel_downstream_deployer","2022","main","car_mm_spy_0_20",-0.0110225213121391,0.00947643324663188,0.24701988198553,12112,124,3,48,23,0.323859670929746
"rel_downstream_deployer","2023","main","car_mm_spy_0_20",-0.0194150578796911,0.00775376232013419,0.0135909841680183,12112,124,8,189,24,0.032099602155666
"rel_downstream_deployer","2024","main","car_mm_spy_0_20",0.00317576332574572,0.00386075264154943,0.412340857454548,12112,124,45,1080,24,0.500072954785303
"rel_downstream_deployer","2025","main","car_mm_spy_0_20",-0.00672293190314333,0.00320553287778651,0.0380156833413491,12112,124,59,1416,24,0.0687902841414889
"rel_downstream_deployer","2026","main","car_mm_spy_0_20",-0.0277292634572782,0.00661953349592056,5.29947563605509e-05,12112,124,9,216,24,0.000355376601476635
"rel_downstream_integrator","2022","main","car_mm_spy_0_20",-0.0652286211362737,0.00546416647590787,2.73540152581725e-22,12112,124,3,38,16,4.45479677061666e-21
"rel_downstream_integrator","2023","main","car_mm_spy_0_20",-0.0208982718473196,0.0149108725498503,0.163569204671736,12112,124,8,128,16,0.316048971738608
"rel_downstream_integrator","2024","main","car_mm_spy_0_20",0.0123697597942384,0.00857389723702228,0.151640224036665,12112,124,45,718,16,0.31430882800327
"rel_downstream_integrator","2025","main","car_mm_spy_0_20",-0.0197247709483225,0.00596173639277696,0.00123026171622998,12112,124,59,943,16,0.00824999033236573
"rel_downstream_integrator","2026","main","car_mm_spy_0_20",-0.0192075945044753,0.0406251579316448,0.637193426910167,12112,124,9,144,16,0.73209141181127
"rel_competitor","2022","main","car_mm_spy_0_20",-0.053517919048211,0.0407327155153094,0.191331674040688,12112,124,3,14,7,0.26526281457067
"rel_competitor","2023","main","car_mm_spy_0_20",0.0291441619148926,0.0147540405229111,0.0504695388818776,12112,124,8,49,7,0.179103334539915
"rel_competitor","2024","main","car_mm_spy_0_20",0.0112719343265988,0.00639193451818222,0.080305712935576,12112,124,45,270,7,0.180227221702196
"rel_competitor","2025","main","car_mm_spy_0_20",0.013183940142302,0.0066214150249338,0.0486854599920027,12112,124,59,358,7,0.179103334539915
"rel_competitor","2026","main","car_mm_spy_0_20",-0.0210193497488782,0.0158459064566944,0.18713689375041,12112,124,9,55,7,0.26526281457067
"platform_bigtech","2022","main","car_mm_spy_0_20",-0.0605047700373158,0.0385245865837104,0.118856286573151,12112,124,3,15,8,0.292883624322902
"platform_bigtech","2023","main","car_mm_spy_0_20",0.0266163408072135,0.0139413446226567,0.0585701679188491,12112,124,8,56,8,0.277612663038726
"platform_bigtech","2024","main","car_mm_spy_0_20",0.010540071335038,0.00612821630137375,0.0879612070696622,12112,124,45,299,8,0.292883624322902
"platform_bigtech","2025","main","car_mm_spy_0_20",0.00202435932580784,0.00646324993330048,0.75465103785904,12112,124,59,448,10,0.890371078370898
"platform_bigtech","2026","main","car_mm_spy_0_20",-0.0071676794476764,0.016304512856619,0.660988684254713,12112,124,9,78,10,0.848264558671571
"rel_upstream_hardware","2022","main","car_ff3_0_20",0.0603893550748291,0.0214022789365415,0.00557307765179072,12112,124,3,45,20,0.0176480792306706
"rel_upstream_hardware","2023","main","car_ff3_0_20",0.0258578032182533,0.0148326584900705,0.0837796718586286,12112,124,8,160,20,0.159181376531394
"rel_upstream_hardware","2024","main","car_ff3_0_20",-0.0160287006169655,0.0112648279883262,0.157297082955897,12112,124,45,956,22,0.248847587553544
"rel_upstream_hardware","2025","main","car_ff3_0_20",0.0315851588714924,0.00691178743509319,1.17046176254522e-05,12112,124,59,1320,23,0.000166790801162694
"rel_upstream_hardware","2026","main","car_ff3_0_20",0.057591090783321,0.0296277789580112,0.0542007209179266,12112,124,9,207,23,0.112343312448066
"upstream_any","2022","main","car_ff3_0_20",0.0375119137590591,0.0112351157973009,0.0011138218034445,12112,124,3,53,24,0.004702803170099
"upstream_any","2023","main","car_ff3_0_20",0.0351771850465446,0.0133957367445324,0.00973692818424896,12112,124,8,192,24,0.0259709966961958
"upstream_any","2024","main","car_ff3_0_20",-0.0110889307901254,0.0105227234971267,0.294036499670736,12112,124,45,1136,26,0.380910920027999
"upstream_any","2025","main","car_ff3_0_20",0.0299908827940373,0.00681251607514651,2.29780248048454e-05,12112,124,59,1608,29,0.000327436853469047
"upstream_any","2026","main","car_ff3_0_20",0.0498910378276306,0.0312586389990135,0.113038881370588,12112,124,9,261,29,0.192334813078314
"strategic_any","2022","main","car_ff3_0_20",0.0351458133327337,0.00474728005811558,1.82421895782337e-11,12112,124,3,59,27,1.89055419265331e-10
"strategic_any","2023","main","car_ff3_0_20",0.0349375956049487,0.0135478136182057,0.0110909949335027,12112,124,8,214,27,0.0301041291052215
"strategic_any","2024","main","car_ff3_0_20",-0.00986916577378064,0.00979997940025321,0.315883044422657,12112,124,45,1249,29,0.409212125729351
"strategic_any","2025","main","car_ff3_0_20",0.0300179936440136,0.00639740597205953,7.07501798578752e-06,12112,124,59,1753,32,6.20424654138291e-05
"strategic_any","2026","main","car_ff3_0_20",0.0474471718167553,0.0305978397580085,0.12354988765783,12112,124,9,282,32,0.195620655458231
"downstream_any","2022","main","car_ff3_0_20",-0.0295642650553345,0.00605225636424733,3.15236702489608e-06,12112,124,3,86,39,2.76438339106272e-05
"downstream_any","2023","main","car_ff3_0_20",-0.0198789901961941,0.00501852744371642,0.000125505536428803,12112,124,8,317,40,0.000639173282902778
"downstream_any","2024","main","car_ff3_0_20",0.00922787308581841,0.0072340410478946,0.204494429962025,12112,124,45,1798,40,0.245393315954429
"downstream_any","2025","main","car_ff3_0_20",-0.0162380141574872,0.00458524518716822,0.000563084695385361,12112,124,59,2359,40,0.00207069855722359
"downstream_any","2026","main","car_ff3_0_20",-0.0329421400512883,0.0255384669022402,0.199504360319317,12112,124,9,360,40,0.24195209655747
"rel_downstream_deployer","2022","main","car_ff3_0_20",-0.00753040933285716,0.00834374499540108,0.368543918406536,12112,124,3,48,23,0.459527931391159
"rel_downstream_deployer","2023","main","car_ff3_0_20",-0.0221625522663686,0.00712332802489696,0.00231622117292104,12112,124,8,189,24,0.00776615334449995
"rel_downstream_deployer","2024","main","car_ff3_0_20",0.00470434665685583,0.00381958218243782,0.220433474982469,12112,124,45,1080,24,0.310239705530882
"rel_downstream_deployer","2025","main","car_ff3_0_20",-0.00739329905812961,0.0030235278206857,0.0158909833615934,12112,124,59,1416,24,0.0362314420644329
"rel_downstream_deployer","2026","main","car_ff3_0_20",-0.0291317865197566,0.00826703948426247,0.000597959318219376,12112,124,9,216,24,0.00284030676154203
"rel_downstream_integrator","2022","main","car_ff3_0_20",-0.040008664174122,0.00227119610655871,1.9640294673466e-35,12112,124,3,38,16,4.47798718555024e-34
"rel_downstream_integrator","2023","main","car_ff3_0_20",-0.00554527088942253,0.00998052466407729,0.579487257564127,12112,124,8,128,16,0.702782418747984
"rel_downstream_integrator","2024","main","car_ff3_0_20",0.00931679219901687,0.00886009996438713,0.295069952618812,12112,124,45,718,16,0.427982415590453
"rel_downstream_integrator","2025","main","car_ff3_0_20",-0.0193338485749168,0.00575001388297716,0.00103025785465224,12112,124,59,943,16,0.00762201200943219
"rel_downstream_integrator","2026","main","car_ff3_0_20",-0.0194336038395619,0.0359846183420262,0.590136891058973,12112,124,9,144,16,0.703875707616542
"rel_competitor","2022","main","car_ff3_0_20",-0.0515447545828965,0.0423555542299047,0.225951639908676,12112,124,3,14,7,0.275193931268153
"rel_competitor","2023","main","car_ff3_0_20",0.0373220736239913,0.0137346929278969,0.00753020128338334,12112,124,8,49,7,0.089912799875213
"rel_competitor","2024","main","car_ff3_0_20",0.00980669597606347,0.00694261436997184,0.160317312725987,12112,124,45,270,7,0.257410896489614
"rel_competitor","2025","main","car_ff3_0_20",0.0154679328690661,0.00642206726077369,0.0174991764044942,12112,124,59,358,7,0.153454316162487
"rel_competitor","2026","main","car_ff3_0_20",-0.0199731564689065,0.0158666722474675,0.210482191151496,12112,124,9,55,7,0.267978082111796
"platform_bigtech","2022","main","car_ff3_0_20",-0.0566803224261628,0.0397825855386521,0.156761255865606,12112,124,3,15,8,0.350407513111355
"platform_bigtech","2023","main","car_ff3_0_20",0.0382890848887936,0.0135301199843005,0.00543953620008529,12112,124,8,56,8,0.124021425361945
"platform_bigtech","2024","main","car_ff3_0_20",0.00801917898809855,0.00659159340686092,0.226094658010114,12112,124,45,299,8,0.402731109580516
"platform_bigtech","2025","main","car_ff3_0_20",0.00604683985537214,0.00604754681513101,0.319330092637933,12112,124,59,448,10,0.512727190996117
"platform_bigtech","2026","main","car_ff3_0_20",-0.00399419037665006,0.0185731442656518,0.830083000659892,12112,124,9,78,10,0.91670875018269
"rel_upstream_hardware","2022","main","car_mm_qqq_0_20",0.0678470716204674,0.0191057984860168,0.00054448764244582,12112,124,3,45,20,0.00265337836533402
"rel_upstream_hardware","2023","main","car_mm_qqq_0_20",0.0216887402402868,0.0131882986686184,0.102617295642764,12112,124,8,160,20,0.180980283254123
"rel_upstream_hardware","2024","main","car_mm_qqq_0_20",-0.0151755624804071,0.0104499594455822,0.148988642710431,12112,124,45,956,22,0.239221200971678
"rel_upstream_hardware","2025","main","car_mm_qqq_0_20",0.0301121974563653,0.0069454846850705,2.99397514086254e-05,12112,124,59,1320,23,0.000284427638381941
"rel_upstream_hardware","2026","main","car_mm_qqq_0_20",0.0529135694718609,0.0277329924590806,0.0587267993307315,12112,124,9,207,23,0.115428536615576
"upstream_any","2022","main","car_mm_qqq_0_20",0.0448597291982111,0.00973089039129599,9.92760783593423e-06,12112,124,3,53,24,0.00018862454888275
"upstream_any","2023","main","car_mm_qqq_0_20",0.0290756162073462,0.0107172308471008,0.00762463361223584,12112,124,8,192,24,0.0222873905588432
"upstream_any","2024","main","car_mm_qqq_0_20",-0.00999067261792381,0.00977482415668155,0.308748093144572,12112,124,45,1136,26,0.395429213269318
"upstream_any","2025","main","car_mm_qqq_0_20",0.0281175967190418,0.00691538116726983,8.4753852839781e-05,12112,124,59,1608,29,0.000966193922373504
"upstream_any","2026","main","car_mm_qqq_0_20",0.0451642624214661,0.0273174537237375,0.100817610352991,12112,124,9,261,29,0.176818578157553
"strategic_any","2022","main","car_mm_qqq_0_20",0.0416955329343932,0.00313393297612833,1.42410193705409e-25,12112,124,3,59,27,2.70579368040277e-24
"strategic_any","2023","main","car_mm_qqq_0_20",0.028344431022402,0.010310440192214,0.00687684863460312,12112,124,8,214,27,0.0211881282255339
"strategic_any","2024","main","car_mm_qqq_0_20",-0.00830733445456598,0.00920929213577644,0.368788015600396,12112,124,45,1249,29,0.456976454113535
"strategic_any","2025","main","car_mm_qqq_0_20",0.0282181022602149,0.00643455318190655,2.45767736283799e-05,12112,124,59,1753,32,0.000186783479575688
"strategic_any","2026","main","car_mm_qqq_0_20",0.0429118934048608,0.0268096442880417,0.112027803791722,12112,124,9,282,32,0.185089414960237
"downstream_any","2022","main","car_mm_qqq_0_20",-0.0439299947236647,0.0116085440401148,0.000239557836856796,12112,124,3,86,39,0.000975342621488383
"downstream_any","2023","main","car_mm_qqq_0_20",-0.0257099373713253,0.00526104214700835,3.12543968575225e-06,12112,124,8,317,40,2.76438339106272e-05
"downstream_any","2024","main","car_mm_qqq_0_20",0.0111643509424296,0.00696754951949217,0.111646528836863,12112,124,45,1798,40,0.159466735905598
"downstream_any","2025","main","car_mm_qqq_0_20",-0.0159251629977353,0.00473855201739558,0.00103585334457901,12112,124,59,2359,40,0.00319154814275695
"downstream_any","2026","main","car_mm_qqq_0_20",-0.0311144128318325,0.0264946542892698,0.242517255627512,12112,124,9,360,40,0.282111909607514
"rel_downstream_deployer","2022","main","car_mm_qqq_0_20",-0.0127142670202718,0.0101586576022883,0.213101757120865,12112,124,3,48,23,0.307513927997197
"rel_downstream_deployer","2023","main","car_mm_qqq_0_20",-0.0195737217896978,0.00767644454180482,0.0120052689203777,12112,124,8,189,24,0.0297521881939796
"rel_downstream_deployer","2024","main","car_mm_qqq_0_20",0.00446248226247354,0.0036206954870882,0.220115594009988,12112,124,45,1080,24,0.310239705530882
"rel_downstream_deployer","2025","main","car_mm_qqq_0_20",-0.00634897283916378,0.00321678803322722,0.0506575966891515,12112,124,59,1416,24,0.0882490035107476
"rel_downstream_deployer","2026","main","car_mm_qqq_0_20",-0.0269945854484903,0.00611222199707447,2.17163999274023e-05,12112,124,9,216,24,0.000190436122440297
"rel_downstream_integrator","2022","main","car_mm_qqq_0_20",-0.0574210138537622,0.00725797699902967,1.25454977499637e-12,12112,124,3,38,16,1.51375940951648e-11
"rel_downstream_integrator","2023","main","car_mm_qqq_0_20",-0.0191624868086388,0.013383974051688,0.154751955122493,12112,124,8,128,16,0.315030765785075
"rel_downstream_integrator","2024","main","car_mm_qqq_0_20",0.0130524057624943,0.00861271468575547,0.132216329889321,12112,124,45,718,16,0.29130384924588
"rel_downstream_integrator","2025","main","car_mm_qqq_0_20",-0.0202055840132201,0.00586304961262496,0.000778381052839042,12112,124,59,943,16,0.00633824571597506
"rel_downstream_integrator","2026","main","car_mm_qqq_0_20",-0.0191246369671064,0.0406614037704085,0.638945886878414,12112,124,9,144,16,0.73209141181127
